event,date,fighter,opponent,weight_class,outcome,method
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,2005-11-05,Marcus Davis,Melvin Guillard,Welterweight,loss,KO/TKO
UFC 56: Full Force,2005-11-19,Keith Wisniewski,Nick Thompson,Welterweight,loss,U-DEC
UFC 56: Full Force,2005-11-19,Ansar Chalangov,Thiago Alves,Welterweight,loss,KO/TKO
UFC 56: Full Force,2005-11-19,Jeff Newton,Sam Hoger,Light Heavyweight,loss,SUB
UFC 56: Full Force,2005-11-19,Trevor Prangley,Jeremy Horn,Middleweight,loss,U-DEC
UFC 56: Full Force,2005-11-19,Sean Sherk,Georges St-Pierre,Welterweight,loss,KO/TKO
UFC 56: Full Force,2005-11-19,Joe Riggs,Matt Hughes,Welterweight,loss,SUB
UFC 56: Full Force,2005-11-19,Kevin Jordan,Gabriel Gonzaga,Heavyweight,loss,KO/TKO
UFC 56: Full Force,2005-11-19,Nate Quarry,Rich Franklin,Middleweight,loss,KO/TKO
UFC Fight Night 3,2006-01-16,Assuerio Silva,Tim Sylvia,Heavyweight,loss,U-DEC
UFC Fight Night 3,2006-01-16,Drew Fickett,Joshua Burkman,Welterweight,loss,SUB
UFC Fight Night 3,2006-01-16,Jorge Rivera,Chris Leben,Middleweight,loss,KO/TKO
UFC Fight Night 3,2006-01-16,James Irvin,Stephan Bonnar,Light Heavyweight,loss,SUB
UFC Fight Night 3,2006-01-16,Jonathan Goulet,Duane Ludwig,Welterweight,loss,KO/TKO
UFC Fight Night 3,2006-01-16,Aaron Riley,Spencer Fisher,Welterweight,loss,KO/TKO
UFC Fight Night 3,2006-01-16,Alex Karalexis,Jason Von Flue,Welterweight,loss,SUB
UFC Fight Night 3,2006-01-16,Melvin Guillard,Josh Neer,Welterweight,loss,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Mike Whitehead,Keith Jardine,Light Heavyweight,loss,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Branden Lee Hinkle,Jeff Monson,Heavyweight,loss,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Gilbert Aldana,Paul Buentello,Heavyweight,loss,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Elvis Sinosic,Alessio Sakara,Light Heavyweight,loss,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Nick Diaz,Joe Riggs,Welterweight,loss,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Mike van Arsdale,Renato Sobral,Light Heavyweight,loss,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Frank Mir,Marcio Cruz,Heavyweight,loss,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Justin Eilers,Brandon Vera,Heavyweight,loss,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Randy Couture,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 58: USA vs Canada,2006-03-04,Steve Vigneault,Mike Swick,Middleweight,loss,SUB
UFC 58: USA vs Canada,2006-03-04,David Loiseau,Rich Franklin,Middleweight,loss,U-DEC
UFC 58: USA vs Canada,2006-03-04,BJ Penn,Georges St-Pierre,Welterweight,loss,S-DEC
UFC 58: USA vs Canada,2006-03-04,Spencer Fisher,Sam Stout,Lightweight,loss,S-DEC
UFC 58: USA vs Canada,2006-03-04,Yves Edwards,Mark Hominick,Lightweight,loss,SUB
UFC 58: USA vs Canada,2006-03-04,Icho Larenas,Tom Murphy,Heavyweight,loss,KO/TKO
UFC 58: USA vs Canada,2006-03-04,Rob MacDonald,Jason Lambert,Light Heavyweight,loss,SUB
UFC 58: USA vs Canada,2006-03-04,Joe Doerksen,Nate Marquardt,Middleweight,loss,U-DEC
UFC Fight Night 4,2006-04-06,Keith Jardine,Stephan Bonnar,Light Heavyweight,loss,U-DEC
UFC Fight Night 4,2006-04-06,Sam Hoger,Rashad Evans,Light Heavyweight,loss,S-DEC
UFC Fight Night 4,2006-04-06,Joe Stevenson,Josh Neer,Welterweight,loss,U-DEC
UFC Fight Night 4,2006-04-06,Luigi Fioravanti,Chris Leben,Middleweight,loss,U-DEC
UFC Fight Night 4,2006-04-06,Joshua Burkman,Jon Fitch,Welterweight,loss,SUB
UFC Fight Night 4,2006-04-06,Brad Imes,Dan Christison,Heavyweight,loss,SUB
UFC Fight Night 4,2006-04-06,Ansar Chalangov,Josh Koscheck,Welterweight,loss,SUB
UFC Fight Night 4,2006-04-06,Trevor Prangley,Chael Sonnen,Middleweight,loss,U-DEC
UFC Fight Night 4,2006-04-06,Jason Von Flue,Luke Cummo,Welterweight,loss,U-DEC
UFC 59: Reality Check,2006-04-15,Forrest Griffin,Tito Ortiz,Light Heavyweight,loss,S-DEC
UFC 59: Reality Check,2006-04-15,Andrei Arlovski,Tim Sylvia,Heavyweight,loss,KO/TKO
UFC 59: Reality Check,2006-04-15,Nick Diaz,Sean Sherk,Welterweight,loss,U-DEC
UFC 59: Reality Check,2006-04-15,Justin Levens,Evan Tanner,Middleweight,loss,SUB
UFC 59: Reality Check,2006-04-15,Derrick Noble,Thiago Alves,Welterweight,loss,KO/TKO
UFC 59: Reality Check,2006-04-15,Nick Thompson,Karo Parisyan,Welterweight,loss,KO/TKO
UFC 59: Reality Check,2006-04-15,Scott Smith,David Terrell,Middleweight,loss,SUB
UFC 59: Reality Check,2006-04-15,Terry Martin,Jason Lambert,Light Heavyweight,loss,KO/TKO
UFC 59: Reality Check,2006-04-15,Marcio Cruz,Jeff Monson,Heavyweight,loss,S-DEC
UFC 60: Hughes vs Gracie,2006-05-27,Royce Gracie,Matt Hughes,Catch Weight,loss,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,Assuerio Silva,Brandon Vera,Heavyweight,loss,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Joe Riggs,Mike Swick,Middleweight,loss,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Alessio Sakara,Dean Lister,Light Heavyweight,loss,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Matt Wiman,Spencer Fisher,Lightweight,loss,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,Chael Sonnen,Jeremy Horn,Middleweight,loss,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Rick Davis,Melvin Guillard,Lightweight,loss,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,John Alessio,Diego Sanchez,Welterweight,loss,U-DEC
UFC 60: Hughes vs Gracie,2006-05-27,Fabiano Scherner,Gabriel Gonzaga,Heavyweight,loss,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Wes Combs,Mike Nickels,Light Heavyweight,loss,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Jesse Forbes,Matt Hamill,Light Heavyweight,loss,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Solomon Hutcherson,Luigi Fioravanti,Middleweight,loss,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Danny Abbadi,Kalib Starnes,Middleweight,loss,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Ross Pointon,Rory Singer,Middleweight,loss,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Wilson Gouveia,Keith Jardine,Light Heavyweight,loss,U-DEC
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Ed Herman,Kendall Grove,Middleweight,loss,U-DEC
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Josh Haynes,Michael Bisping,Light Heavyweight,loss,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Sam Stout,Kenny Florian,Lightweight,loss,SUB
UFC Fight Night 5,2006-06-28,Luke Cummo,Jonathan Goulet,Welterweight,loss,M-DEC
UFC Fight Night 5,2006-06-28,Chris Leben,Anderson Silva,Middleweight,loss,KO/TKO
UFC Fight Night 5,2006-06-28,Stephan Bonnar,Rashad Evans,Light Heavyweight,loss,M-DEC
UFC Fight Night 5,2006-06-28,Jorge Gurgel,Mark Hominick,Lightweight,loss,U-DEC
UFC Fight Night 5,2006-06-28,Kristian Rothaermel,Rob MacDonald,Light Heavyweight,loss,SUB
UFC Fight Night 5,2006-06-28,Branden Lee Hinkle,Jason Lambert,Light Heavyweight,loss,KO/TKO
UFC Fight Night 5,2006-06-28,Thiago Alves,Jon Fitch,Welterweight,loss,KO/TKO
UFC Fight Night 5,2006-06-28,Justin Levens,Jorge Santiago,Middleweight,loss,KO/TKO
UFC Fight Night 5,2006-06-28,Dave Menne,Josh Koscheck,Welterweight,loss,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Ken Shamrock,Tito Ortiz,Light Heavyweight,loss,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Josh Neer,Joshua Burkman,Welterweight,loss,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Dan Christison,Frank Mir,Heavyweight,loss,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Andrei Arlovski,Tim Sylvia,Heavyweight,loss,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Joe Jordan,Hermes Franca,Catch Weight,loss,SUB
UFC 61: Bitter Rivals,2006-07-08,Anthony Perosh,Jeff Monson,Heavyweight,loss,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Gilbert Aldana,Cheick Kongo,Heavyweight,loss,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Yves Edwards,Joe Stevenson,Lightweight,loss,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Kurt Pellegrino,Drew Fickett,Welterweight,loss,SUB
UFC Fight Night 6,2006-08-17,Karo Parisyan,Diego Sanchez,Welterweight,loss,U-DEC
UFC Fight Night 6,2006-08-17,Jorge Santiago,Chris Leben,Middleweight,loss,KO/TKO
UFC Fight Night 6,2006-08-17,Yuki Sasaki,Dean Lister,Middleweight,loss,U-DEC
UFC Fight Night 6,2006-08-17,Jonathan Goulet,Josh Koscheck,Welterweight,loss,KO/TKO
UFC Fight Night 6,2006-08-17,Sammy Morgan,Forrest Petz,Welterweight,loss,U-DEC
UFC Fight Night 6,2006-08-17,Jason Von Flue,Joe Riggs,Welterweight,loss,SUB
UFC Fight Night 6,2006-08-17,Kristof Midoux,Jake O'Brien,Heavyweight,loss,KO/TKO
UFC Fight Night 6,2006-08-17,Pat Healy,Anthony Torres,Welterweight,loss,SUB
UFC Fight Night 6,2006-08-17,Crafton Wallace,Martin Kampmann,Middleweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Renato Sobral,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 62: Liddell vs Sobral,2006-08-26,Stephan Bonnar,Forrest Griffin,Light Heavyweight,loss,U-DEC
UFC 62: Liddell vs Sobral,2006-08-26,Josh Neer,Nick Diaz,Welterweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Christian Wellisch,Cheick Kongo,Heavyweight,loss,KO/TKO
UFC 62: Liddell vs Sobral,2006-08-26,Jamie Varner,Hermes Franca,Lightweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Rob MacDonald,Eric Schafer,Light Heavyweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Wes Combs,Wilson Gouveia,Light Heavyweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Cory Walmsley,David Heath,Light Heavyweight,loss,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Alan Belcher,Yushin Okami,Middleweight,loss,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,Danny Abbadi,Jorge Gurgel,Lightweight,loss,S-DEC
UFC 63: Hughes vs Penn,2006-09-23,Mario Neto,Eddie Sanchez,Heavyweight,loss,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Jason Dent,Roger Huerta,Lightweight,loss,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,Jens Pulver,Joe Lauzon,Lightweight,loss,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Jason Lambert,Rashad Evans,Light Heavyweight,loss,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Gabe Ruediger,Melvin Guillard,Lightweight,loss,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,David Loiseau,Mike Swick,Middleweight,loss,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,BJ Penn,Matt Hughes,Welterweight,loss,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,David Lee,Tyson Griffin,Lightweight,loss,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Ken Shamrock,Tito Ortiz,Light Heavyweight,loss,KO/TKO
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Chris Price,Kendall Grove,Middleweight,loss,KO/TKO
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Ed Herman,Jason MacDonald,Middleweight,loss,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Seth Petruzelli,Matt Hamill,Light Heavyweight,loss,U-DEC
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Dustin Hazelett,Tony DeSouza,Welterweight,loss,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Forrest Petz,Marcus Davis,Welterweight,loss,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Crafton Wallace,Nate Marquardt,Middleweight,loss,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Josh Haynes,Rory Singer,Middleweight,loss,U-DEC
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,John Alessio,Thiago Alves,Welterweight,loss,U-DEC
UFC 64: Unstoppable,2006-10-14,Junior Assuncao,Kurt Pellegrino,Lightweight,loss,SUB
UFC 64: Unstoppable,2006-10-14,Justin James,Clay Guida,Lightweight,loss,SUB
UFC 64: Unstoppable,2006-10-14,Kalib Starnes,Yushin Okami,Middleweight,loss,KO/TKO
UFC 64: Unstoppable,2006-10-14,Dan Lauzon,Spencer Fisher,Lightweight,loss,KO/TKO
UFC 64: Unstoppable,2006-10-14,Cheick Kongo,Carmelo Marrero,Heavyweight,loss,S-DEC
UFC 64: Unstoppable,2006-10-14,Kuniyoshi Hironaka,Jon Fitch,Welterweight,loss,U-DEC
UFC 64: Unstoppable,2006-10-14,Kenny Florian,Sean Sherk,Lightweight,loss,U-DEC
UFC 64: Unstoppable,2006-10-14,Rich Franklin,Anderson Silva,Middleweight,loss,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Chris Lytle,Matt Serra,Welterweight,loss,S-DEC
The Ultimate Fighter: The Comeback Finale,2006-11-11,Rich Clementi,Din Thomas,Lightweight,loss,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Edwin DeWees,Jorge Rivera,Middleweight,loss,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Patrick Cote,Travis Lutter,Middleweight,loss,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Pete Sell,Scott Smith,Middleweight,loss,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Thales Leites,Martin Kampmann,Middleweight,loss,U-DEC
The Ultimate Fighter: The Comeback Finale,2006-11-11,Gideon Ray,Charles McCarthy,Middleweight,loss,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Jeremy Jackson,Pete Spratt,Welterweight,loss,SUB
UFC 65: Bad Intentions,2006-11-18,Matt Hughes,Georges St-Pierre,Welterweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Jeff Monson,Tim Sylvia,Heavyweight,loss,U-DEC
UFC 65: Bad Intentions,2006-11-18,Alessio Sakara,Drew McFedries,Light Heavyweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Frank Mir,Brandon Vera,Heavyweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Gleison Tibau,Nick Diaz,Welterweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Sherman Pendergarst,Antoni Hardonk,Heavyweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Hector Ramirez,James Irvin,Light Heavyweight,loss,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Josh Shockman,Jake O'Brien,Heavyweight,loss,U-DEC
UFC 65: Bad Intentions,2006-11-18,Dokonjonosuke Mishima,Joe Stevenson,Lightweight,loss,SUB
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Joe Riggs,Diego Sanchez,Welterweight,loss,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Drew Fickett,Karo Parisyan,Welterweight,loss,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Jeff Joslin,Josh Koscheck,Welterweight,loss,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Shonie Carter,Marcus Davis,Welterweight,loss,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Keita Nakamura,Brock Larson,Welterweight,loss,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Jorge Santiago,Alan Belcher,Middleweight,loss,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Dave Menne,Luigi Fioravanti,Welterweight,loss,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Steve Byrnes,Logan Clark,Middleweight,loss,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Victor Valimaki,David Heath,Light Heavyweight,loss,S-DEC
UFC 66: Liddell vs Ortiz 2,2006-12-30,Forrest Griffin,Keith Jardine,Light Heavyweight,loss,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Chris Leben,Jason MacDonald,Middleweight,loss,SUB
UFC 66: Liddell vs Ortiz 2,2006-12-30,Marcio Cruz,Andrei Arlovski,Heavyweight,loss,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Tito Ortiz,Chuck Liddell,Light Heavyweight,loss,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Tony DeSouza,Thiago Alves,Welterweight,loss,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Carmelo Marrero,Gabriel Gonzaga,Heavyweight,loss,SUB
UFC 66: Liddell vs Ortiz 2,2006-12-30,Rory Singer,Yushin Okami,Middleweight,loss,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Anthony Perosh,Christian Wellisch,Heavyweight,loss,U-DEC
UFC 66: Liddell vs Ortiz 2,2006-12-30,Eric Schafer,Michael Bisping,Light Heavyweight,loss,KO/TKO
UFC Fight Night: Evans vs Salmon,2007-01-25,Ross Pointon,Rich Clementi,Welterweight,loss,SUB
UFC Fight Night: Evans vs Salmon,2007-01-25,Clay Guida,Din Thomas,Lightweight,loss,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Chris Price,Ed Herman,Middleweight,loss,SUB
UFC Fight Night: Evans vs Salmon,2007-01-25,Chad Reiner,Joshua Burkman,Welterweight,loss,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Dean Lister,Nate Marquardt,Middleweight,loss,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Spencer Fisher,Hermes Franca,Lightweight,loss,KO/TKO
UFC Fight Night: Evans vs Salmon,2007-01-25,Heath Herring,Jake O'Brien,Heavyweight,loss,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Sean Salmon,Rashad Evans,Light Heavyweight,loss,KO/TKO
UFC 67: All or Nothing,2007-02-03,Travis Lutter,Anderson Silva,Middleweight,loss,SUB
UFC 67: All or Nothing,2007-02-03,Eddie Sanchez,Mirko Filipovic,Heavyweight,loss,KO/TKO
UFC 67: All or Nothing,2007-02-03,Marvin Eastman,Quinton Jackson,Light Heavyweight,loss,KO/TKO
UFC 67: All or Nothing,2007-02-03,John Halverson,Roger Huerta,Lightweight,loss,KO/TKO
UFC 67: All or Nothing,2007-02-03,Jorge Rivera,Terry Martin,Middleweight,loss,KO/TKO
UFC 67: All or Nothing,2007-02-03,Diego Saraiva,Dustin Hazelett,Lightweight,loss,U-DEC
UFC 67: All or Nothing,2007-02-03,Scott Smith,Patrick Cote,Middleweight,loss,U-DEC
UFC 67: All or Nothing,2007-02-03,Tyson Griffin,Frankie Edgar,Lightweight,loss,U-DEC
UFC 67: All or Nothing,2007-02-03,Sam Hoger,Lyoto Machida,Light Heavyweight,loss,U-DEC
UFC 68: The Uprising,2007-03-03,Jason Gilliam,Jamie Varner,Lightweight,loss,SUB
UFC 68: The Uprising,2007-03-03,Jason Dent,Gleison Tibau,Lightweight,loss,U-DEC
UFC 68: The Uprising,2007-03-03,Luigi Fioravanti,Jon Fitch,Welterweight,loss,SUB
UFC 68: The Uprising,2007-03-03,Rex Holman,Matt Hamill,Light Heavyweight,loss,KO/TKO
UFC 68: The Uprising,2007-03-03,Renato Sobral,Jason Lambert,Light Heavyweight,loss,KO/TKO
UFC 68: The Uprising,2007-03-03,Chris Lytle,Matt Hughes,Welterweight,loss,U-DEC
UFC 68: The Uprising,2007-03-03,Jason MacDonald,Rich Franklin,Middleweight,loss,KO/TKO
UFC 68: The Uprising,2007-03-03,Drew McFedries,Martin Kampmann,Middleweight,loss,SUB
UFC 68: The Uprising,2007-03-03,Tim Sylvia,Randy Couture,Heavyweight,loss,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Melvin Guillard,Joe Stevenson,Lightweight,loss,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Antoni Hardonk,Justin McCully,Heavyweight,loss,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Dokonjonosuke Mishima,Kenny Florian,Lightweight,loss,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Seth Petruzelli,Wilson Gouveia,Light Heavyweight,loss,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Rich Clementi,Roan Carneiro,Welterweight,loss,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Nate Mohr,Kurt Pellegrino,Lightweight,loss,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Forrest Petz,Kuniyoshi Hironaka,Welterweight,loss,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Naoyuki Kotani,Thiago Tavares,Lightweight,loss,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Keita Nakamura,Drew Fickett,Welterweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Leonard Garcia,Roger Huerta,Lightweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Georges St-Pierre,Matt Serra,Welterweight,loss,KO/TKO
UFC 69: Shootout,2007-04-07,Mike Swick,Yushin Okami,Middleweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Diego Sanchez,Josh Koscheck,Welterweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Brad Imes,Heath Herring,Heavyweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Pete Sell,Thales Leites,Middleweight,loss,U-DEC
UFC 69: Shootout,2007-04-07,Alan Belcher,Kendall Grove,Middleweight,loss,SUB
UFC 69: Shootout,2007-04-07,Pete Spratt,Marcus Davis,Welterweight,loss,SUB
UFC 69: Shootout,2007-04-07,Josh Haynes,Luke Cummo,Welterweight,loss,KO/TKO
UFC 70: Nations Collide,2007-04-21,Mirko Filipovic,Gabriel Gonzaga,Heavyweight,loss,KO/TKO
UFC 70: Nations Collide,2007-04-21,Fabricio Werdum,Andrei Arlovski,Heavyweight,loss,U-DEC
UFC 70: Nations Collide,2007-04-21,Elvis Sinosic,Michael Bisping,Light Heavyweight,loss,KO/TKO
UFC 70: Nations Collide,2007-04-21,David Heath,Lyoto Machida,Light Heavyweight,loss,U-DEC
UFC 70: Nations Collide,2007-04-21,Edilberto de Oliveira,Paul Taylor,Welterweight,loss,KO/TKO
UFC 70: Nations Collide,2007-04-21,Matt Grice,Terry Etim,Lightweight,loss,SUB
UFC 70: Nations Collide,2007-04-21,David Lee,Junior Assuncao,Lightweight,loss,SUB
UFC 70: Nations Collide,2007-04-21,Victor Valimaki,Alessio Sakara,Light Heavyweight,loss,KO/TKO
UFC 70: Nations Collide,2007-04-21,Dennis Siver,Jess Liaudin,Welterweight,loss,SUB
UFC 70: Nations Collide,2007-04-21,Assuerio Silva,Cheick Kongo,Heavyweight,loss,M-DEC
UFC 71: Liddell vs Jackson,2007-05-26,Chuck Liddell,Quinton Jackson,Light Heavyweight,loss,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Ivan Salaverry,Terry Martin,Middleweight,loss,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Keith Jardine,Houston Alexander,Light Heavyweight,loss,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Joshua Burkman,Karo Parisyan,Welterweight,loss,U-DEC
UFC 71: Liddell vs Jackson,2007-05-26,James Irvin,Thiago Silva,Light Heavyweight,loss,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Jeremy Stephens,Din Thomas,Lightweight,loss,SUB
UFC 71: Liddell vs Jackson,2007-05-26,Carmelo Marrero,Wilson Gouveia,Light Heavyweight,loss,SUB
UFC 71: Liddell vs Jackson,2007-05-26,Chris Leben,Kalib Starnes,Middleweight,loss,U-DEC
UFC 71: Liddell vs Jackson,2007-05-26,Sean Salmon,Alan Belcher,Light Heavyweight,loss,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Sam Stout,Spencer Fisher,Lightweight,loss,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Luke Caudillo,Nate Mohr,Lightweight,loss,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Chad Reiner,Anthony Johnson,Welterweight,loss,KO/TKO
UFC Fight Night: Stout vs Fisher,2007-06-12,Jeff Cox,Gleison Tibau,Lightweight,loss,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Pete Spratt,Tamdan McCrory,Welterweight,loss,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Luigi Fioravanti,Forrest Petz,Welterweight,loss,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Jason Black,Thiago Tavares,Lightweight,loss,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Jordan Radev,Drew McFedries,Middleweight,loss,KO/TKO
UFC Fight Night: Stout vs Fisher,2007-06-12,Roan Carneiro,Jon Fitch,Welterweight,loss,SUB
UFC 72: Victory,2007-06-16,Yushin Okami,Rich Franklin,Middleweight,loss,U-DEC
UFC 72: Victory,2007-06-16,Rory Singer,Jason MacDonald,Middleweight,loss,KO/TKO
UFC 72: Victory,2007-06-16,Clay Guida,Tyson Griffin,Lightweight,loss,S-DEC
UFC 72: Victory,2007-06-16,Hector Ramirez,Forrest Griffin,Light Heavyweight,loss,U-DEC
UFC 72: Victory,2007-06-16,Jason Tan,Marcus Davis,Welterweight,loss,KO/TKO
UFC 72: Victory,2007-06-16,Colin Robinson,Eddie Sanchez,Heavyweight,loss,KO/TKO
UFC 72: Victory,2007-06-16,Stevie Lynch,Dustin Hazelett,Welterweight,loss,SUB
UFC 72: Victory,2007-06-16,Scott Smith,Ed Herman,Middleweight,loss,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Brian Geraghty,Matt Wiman,Lightweight,loss,KO/TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Allen Berube,Leonard Garcia,Lightweight,loss,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Andy Wang,Cole Miller,Lightweight,loss,KO/TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Brandon Melendez,Joe Lauzon,Lightweight,loss,SUB
