event,date,fighter,opponent,weight_class,outcome,method
UFC 105: Couture vs Vera,2009-11-14,Ross Pearson,Aaron Riley,Lightweight,win,KO/TKO
UFC 105: Couture vs Vera,2009-11-14,Terry Etim,Shannon Gugerty,Lightweight,win,SUB
UFC 105: Couture vs Vera,2009-11-14,Nick Osipczak,Matthew Riddle,Welterweight,win,KO/TKO
UFC 105: Couture vs Vera,2009-11-14,Dennis Siver,Paul Kelly,Lightweight,win,KO/TKO
UFC 105: Couture vs Vera,2009-11-14,Alexander Gustafsson,Jared Hamman,Light Heavyweight,win,KO/TKO
UFC 105: Couture vs Vera,2009-11-14,Andre Winner,Rolando Delgado,Lightweight,win,KO/TKO
UFC 105: Couture vs Vera,2009-11-14,John Hathaway,Paul Taylor,Welterweight,win,U-DEC
UFC 106: Ortiz vs Griffin 2,2009-11-21,Forrest Griffin,Tito Ortiz,Light Heavyweight,win,S-DEC
UFC 106: Ortiz vs Griffin 2,2009-11-21,Josh Koscheck,Anthony Johnson,Welterweight,win,SUB
UFC 106: Ortiz vs Griffin 2,2009-11-21,Paulo Thiago,Jacob Volkmann,Welterweight,win,U-DEC
UFC 106: Ortiz vs Griffin 2,2009-11-21,Rogerio Nogueira,Luiz Cane,Light Heavyweight,win,KO/TKO
UFC 106: Ortiz vs Griffin 2,2009-11-21,Amir Sadollah,Phil Baroni,Welterweight,win,U-DEC
UFC 106: Ortiz vs Griffin 2,2009-11-21,Ben Saunders,Marcus Davis,Welterweight,win,KO/TKO
UFC 106: Ortiz vs Griffin 2,2009-11-21,Kendall Grove,Jake Rosholt,Middleweight,win,SUB
UFC 106: Ortiz vs Griffin 2,2009-11-21,Brian Foster,Brock Larson,Welterweight,win,KO/TKO
UFC 106: Ortiz vs Griffin 2,2009-11-21,Caol Uno,Fabricio Camoes,Lightweight,draw,M-DEC
UFC 106: Ortiz vs Griffin 2,2009-11-21,George Sotiropoulos,Jason Dent,Lightweight,win,SUB
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Roy Nelson,Brendan Schaub,Heavyweight,win,KO/TKO
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Matt Hamill,Jon Jones,Light Heavyweight,win,DQ
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Kevin Ferguson,Houston Alexander,Catch Weight,win,U-DEC
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Frankie Edgar,Matt Veach,Lightweight,win,SUB
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Mark Bocek,Joe Brammer,Lightweight,win,SUB
The Ultimate Fighter: Heavyweights Finale,2009-12-05,James McSweeney,Darrill Schoonover,Heavyweight,win,KO/TKO
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Jon Madsen,Justin Wren,Heavyweight,win,S-DEC
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Brian Stann,Rodney Wallace,Light Heavyweight,win,U-DEC
The Ultimate Fighter: Heavyweights Finale,2009-12-05,John Howard,Dennis Hallman,Welterweight,win,KO/TKO
The Ultimate Fighter: Heavyweights Finale,2009-12-05,Matt Mitrione,Marcus Jones,Heavyweight,win,KO/TKO
UFC 107: Penn vs Sanchez,2009-12-12,Kenny Florian,Clay Guida,Lightweight,win,SUB
UFC 107: Penn vs Sanchez,2009-12-12,BJ Penn,Diego Sanchez,Lightweight,win,KO/TKO
UFC 107: Penn vs Sanchez,2009-12-12,Frank Mir,Cheick Kongo,Heavyweight,win,SUB
UFC 107: Penn vs Sanchez,2009-12-12,Jon Fitch,Mike Pierce,Welterweight,win,U-DEC
UFC 107: Penn vs Sanchez,2009-12-12,Stefan Struve,Paul Buentello,Heavyweight,win,M-DEC
UFC 107: Penn vs Sanchez,2009-12-12,Alan Belcher,Wilson Gouveia,Catch Weight,win,KO/TKO
UFC 107: Penn vs Sanchez,2009-12-12,Matt Wiman,Shane Nelson,Lightweight,win,U-DEC
UFC 107: Penn vs Sanchez,2009-12-12,Johny Hendricks,Ricardo Funch,Welterweight,win,U-DEC
UFC 107: Penn vs Sanchez,2009-12-12,Rousimar Palhares,Lucio Linhares,Middleweight,win,SUB
UFC 107: Penn vs Sanchez,2009-12-12,DaMarques Johnson,Edgar Garcia,Welterweight,win,SUB
UFC 107: Penn vs Sanchez,2009-12-12,TJ Grant,Kevin Burns,Welterweight,win,KO/TKO
UFC 108: Evans vs Silva,2010-01-02,Rashad Evans,Thiago Silva,Light Heavyweight,win,U-DEC
UFC 108: Evans vs Silva,2010-01-02,Paul Daley,Dustin Hazelett,Welterweight,win,KO/TKO
UFC 108: Evans vs Silva,2010-01-02,Sam Stout,Joe Lauzon,Lightweight,win,U-DEC
UFC 108: Evans vs Silva,2010-01-02,Jim Miller,Duane Ludwig,Lightweight,win,SUB
UFC 108: Evans vs Silva,2010-01-02,Junior Dos Santos,Gilbert Yvel,Heavyweight,win,KO/TKO
UFC 108: Evans vs Silva,2010-01-02,Martin Kampmann,Jacob Volkmann,Welterweight,win,SUB
UFC 108: Evans vs Silva,2010-01-02,Cole Miller,Dan Lauzon,Lightweight,win,SUB
UFC 108: Evans vs Silva,2010-01-02,Mark Munoz,Ryan Jensen,Middleweight,win,KO/TKO
UFC 108: Evans vs Silva,2010-01-02,Jake Ellenberger,Mike Pyle,Welterweight,win,KO/TKO
UFC 108: Evans vs Silva,2010-01-02,Rafaello Oliveira,John Gunderson,Lightweight,win,U-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Gray Maynard,Nate Diaz,Lightweight,win,S-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Evan Dunham,Efrain Escudero,Lightweight,win,SUB
UFC Fight Night: Maynard vs Diaz,2010-01-11,Aaron Simpson,Tom Lawlor,Middleweight,win,S-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Amir Sadollah,Brad Blackburn,Welterweight,win,U-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Chris Leben,Jay Silva,Middleweight,win,U-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Gerald Harris,John Salter,Middleweight,win,KO/TKO
UFC Fight Night: Maynard vs Diaz,2010-01-11,Thiago Tavares,Nik Lentz,Lightweight,draw,M-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Rory MacDonald,Mike Guymon,Welterweight,win,SUB
UFC Fight Night: Maynard vs Diaz,2010-01-11,Rafael Dos Anjos,Kyle Bradley,Lightweight,win,U-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Nick Catone,Jesse Forbes,Middleweight,win,S-DEC
UFC Fight Night: Maynard vs Diaz,2010-01-11,Rick Story,Jesse Lennox,Welterweight,win,S-DEC
UFC 109: Relentless,2010-02-06,Demian Maia,Dan Miller,Middleweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Randy Couture,Mark Coleman,Light Heavyweight,win,SUB
UFC 109: Relentless,2010-02-06,Chael Sonnen,Nate Marquardt,Middleweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Paulo Thiago,Mike Swick,Welterweight,win,SUB
UFC 109: Relentless,2010-02-06,Matt Serra,Frank Trigg,Welterweight,win,KO/TKO
UFC 109: Relentless,2010-02-06,Mac Danzig,Justin Buchholz,Lightweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Melvin Guillard,Ronys Torres,Lightweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Rob Emerson,Phillipe Nover,Lightweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Phil Davis,Brian Stann,Light Heavyweight,win,U-DEC
UFC 109: Relentless,2010-02-06,Chris Tuchscherer,Tim Hague,Heavyweight,win,M-DEC
UFC 109: Relentless,2010-02-06,Joey Beltran,Rolles Gracie,Heavyweight,win,KO/TKO
UFC 110: Nogueira vs Velasquez,2010-02-20,Cain Velasquez,Antonio Rodrigo Nogueira,Heavyweight,win,KO/TKO
UFC 110: Nogueira vs Velasquez,2010-02-20,Wanderlei Silva,Michael Bisping,Middleweight,win,U-DEC
UFC 110: Nogueira vs Velasquez,2010-02-20,George Sotiropoulos,Joe Stevenson,Lightweight,win,U-DEC
UFC 110: Nogueira vs Velasquez,2010-02-20,Ryan Bader,Keith Jardine,Light Heavyweight,win,KO/TKO
UFC 110: Nogueira vs Velasquez,2010-02-20,Krzysztof Soszynski,Stephan Bonnar,Light Heavyweight,win,KO/TKO
UFC 110: Nogueira vs Velasquez,2010-02-20,Chris Lytle,Brian Foster,Welterweight,win,SUB
UFC 110: Nogueira vs Velasquez,2010-02-20,CB Dollaway,Goran Reljic,Middleweight,win,U-DEC
UFC 110: Nogueira vs Velasquez,2010-02-20,James Te Huna,Igor Pokrajac,Light Heavyweight,win,KO/TKO
UFC 110: Nogueira vs Velasquez,2010-02-20,Mirko Filipovic,Anthony Perosh,Heavyweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Alessio Sakara,James Irvin,Middleweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Jon Jones,Brandon Vera,Light Heavyweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Junior Dos Santos,Gabriel Gonzaga,Heavyweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Cheick Kongo,Paul Buentello,Heavyweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Clay Guida,Shannon Gugerty,Lightweight,win,SUB
UFC Live: Vera vs Jones,2010-03-21,Mike Pierce,Julio Paulino,Welterweight,win,U-DEC
UFC Live: Vera vs Jones,2010-03-21,Darren Elkins,Duane Ludwig,Lightweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,John Howard,Daniel Roberts,Welterweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Brendan Schaub,Chase Gormley,Heavyweight,win,KO/TKO
UFC Live: Vera vs Jones,2010-03-21,Jason Brilz,Eric Schafer,Light Heavyweight,win,U-DEC
UFC Live: Vera vs Jones,2010-03-21,Vladimir Matyushenko,Eliot Marshall,Light Heavyweight,win,S-DEC
UFC 111: St-Pierre vs Hardy,2010-03-27,Kurt Pellegrino,Fabricio Camoes,Lightweight,win,SUB
UFC 111: St-Pierre vs Hardy,2010-03-27,Georges St-Pierre,Dan Hardy,Welterweight,win,U-DEC
UFC 111: St-Pierre vs Hardy,2010-03-27,Shane Carwin,Frank Mir,Heavyweight,win,KO/TKO
UFC 111: St-Pierre vs Hardy,2010-03-27,Jim Miller,Mark Bocek,Lightweight,win,U-DEC
UFC 111: St-Pierre vs Hardy,2010-03-27,Jon Fitch,Ben Saunders,Welterweight,win,U-DEC
UFC 111: St-Pierre vs Hardy,2010-03-27,Nate Diaz,Rory Markham,Welterweight,win,KO/TKO
UFC 111: St-Pierre vs Hardy,2010-03-27,Ricardo Almeida,Matt Brown,Welterweight,win,SUB
UFC 111: St-Pierre vs Hardy,2010-03-27,Rousimar Palhares,Tomasz Drwal,Middleweight,win,SUB
UFC 111: St-Pierre vs Hardy,2010-03-27,Jared Hamman,Rodney Wallace,Light Heavyweight,win,U-DEC
UFC 111: St-Pierre vs Hardy,2010-03-27,Matthew Riddle,Greg Soto,Welterweight,win,DQ
UFC Fight Night: Florian vs Gomi,2010-03-31,Kenny Florian,Takanori Gomi,Lightweight,win,SUB
UFC Fight Night: Florian vs Gomi,2010-03-31,Roy Nelson,Stefan Struve,Heavyweight,win,KO/TKO
UFC Fight Night: Florian vs Gomi,2010-03-31,Jorge Rivera,Nate Quarry,Middleweight,win,KO/TKO
UFC Fight Night: Florian vs Gomi,2010-03-31,Ross Pearson,Dennis Siver,Lightweight,win,U-DEC
UFC Fight Night: Florian vs Gomi,2010-03-31,Andre Winner,Rafaello Oliveira,Lightweight,win,U-DEC
UFC Fight Night: Florian vs Gomi,2010-03-31,Jacob Volkmann,Ronys Torres,Lightweight,win,S-DEC
UFC Fight Night: Florian vs Gomi,2010-03-31,Nik Lentz,Rob Emerson,Lightweight,win,U-DEC
UFC Fight Night: Florian vs Gomi,2010-03-31,Gleison Tibau,Caol Uno,Lightweight,win,KO/TKO
UFC Fight Night: Florian vs Gomi,2010-03-31,Yushin Okami,Lucio Linhares,Middleweight,win,KO/TKO
UFC Fight Night: Florian vs Gomi,2010-03-31,Gerald Harris,Mario Miranda,Middleweight,win,KO/TKO
UFC Fight Night: Florian vs Gomi,2010-03-31,Charlie Brenneman,Jason High,Welterweight,win,U-DEC
UFC 112: Invincible,2010-04-10,Anderson Silva,Demian Maia,Middleweight,win,U-DEC
UFC 112: Invincible,2010-04-10,Frankie Edgar,BJ Penn,Lightweight,win,U-DEC
UFC 112: Invincible,2010-04-10,Matt Hughes,Renzo Gracie,Welterweight,win,KO/TKO
UFC 112: Invincible,2010-04-10,Rafael Dos Anjos,Terry Etim,Lightweight,win,SUB
UFC 112: Invincible,2010-04-10,Jon Madsen,Mostapha Al-Turk,Heavyweight,win,U-DEC
UFC 112: Invincible,2010-04-10,Phil Davis,Alexander Gustafsson,Light Heavyweight,win,SUB
UFC 112: Invincible,2010-04-10,Rick Story,Nick Osipczak,Welterweight,win,S-DEC
UFC 112: Invincible,2010-04-10,DaMarques Johnson,Brad Blackburn,Welterweight,win,KO/TKO
UFC 112: Invincible,2010-04-10,Paul Kelly,Matt Veach,Lightweight,win,SUB
UFC 112: Invincible,2010-04-10,Mark Munoz,Kendall Grove,Middleweight,win,KO/TKO
UFC 113: Machida vs Shogun 2,2010-05-08,Mauricio Rua,Lyoto Machida,Light Heavyweight,win,KO/TKO
UFC 113: Machida vs Shogun 2,2010-05-08,Josh Koscheck,Paul Daley,Welterweight,win,U-DEC
UFC 113: Machida vs Shogun 2,2010-05-08,Jeremy Stephens,Sam Stout,Lightweight,win,S-DEC
UFC 113: Machida vs Shogun 2,2010-05-08,Matt Mitrione,Kevin Ferguson,Heavyweight,win,KO/TKO
UFC 113: Machida vs Shogun 2,2010-05-08,Alan Belcher,Patrick Cote,Middleweight,win,SUB
UFC 113: Machida vs Shogun 2,2010-05-08,Marcus Davis,Jonathan Goulet,Welterweight,win,KO/TKO
UFC 113: Machida vs Shogun 2,2010-05-08,Johny Hendricks,TJ Grant,Welterweight,win,M-DEC
UFC 113: Machida vs Shogun 2,2010-05-08,Joey Beltran,Tim Hague,Heavyweight,win,U-DEC
UFC 113: Machida vs Shogun 2,2010-05-08,Mike Guymon,Yoshiyuki Yoshida,Welterweight,win,U-DEC
UFC 113: Machida vs Shogun 2,2010-05-08,John Salter,Jason MacDonald,Middleweight,win,KO/TKO
UFC 113: Machida vs Shogun 2,2010-05-08,Joe Doerksen,Tom Lawlor,Middleweight,win,SUB
UFC 114: Rampage vs Evans,2010-05-29,Rashad Evans,Quinton Jackson,Light Heavyweight,win,U-DEC
UFC 114: Rampage vs Evans,2010-05-29,Mike Russow,Todd Duffee,Heavyweight,win,KO/TKO
UFC 114: Rampage vs Evans,2010-05-29,Rogerio Nogueira,Jason Brilz,Light Heavyweight,win,S-DEC
UFC 114: Rampage vs Evans,2010-05-29,John Hathaway,Diego Sanchez,Welterweight,win,U-DEC
UFC 114: Rampage vs Evans,2010-05-29,Michael Bisping,Dan Miller,Middleweight,win,U-DEC
UFC 114: Rampage vs Evans,2010-05-29,Efrain Escudero,Dan Lauzon,Lightweight,win,U-DEC
UFC 114: Rampage vs Evans,2010-05-29,Melvin Guillard,Waylon Lowe,Lightweight,win,KO/TKO
UFC 114: Rampage vs Evans,2010-05-29,Cyrille Diabate,Luiz Cane,Light Heavyweight,win,KO/TKO
UFC 114: Rampage vs Evans,2010-05-29,Aaron Riley,Joe Brammer,Lightweight,win,U-DEC
UFC 114: Rampage vs Evans,2010-05-29,Ryan Jensen,Jesse Forbes,Middleweight,win,SUB
UFC 114: Rampage vs Evans,2010-05-29,Dong Hyun Kim,Amir Sadollah,Welterweight,win,U-DEC
UFC 115: Liddell vs Franklin,2010-06-12,Rich Franklin,Chuck Liddell,Light Heavyweight,win,KO/TKO
UFC 115: Liddell vs Franklin,2010-06-12,Mirko Filipovic,Pat Barry,Heavyweight,win,SUB
UFC 115: Liddell vs Franklin,2010-06-12,Martin Kampmann,Paulo Thiago,Welterweight,win,U-DEC
UFC 115: Liddell vs Franklin,2010-06-12,Ben Rothwell,Gilbert Yvel,Heavyweight,win,U-DEC
UFC 115: Liddell vs Franklin,2010-06-12,Carlos Condit,Rory MacDonald,Welterweight,win,KO/TKO
UFC 115: Liddell vs Franklin,2010-06-12,Mario Miranda,David Loiseau,Middleweight,win,KO/TKO
UFC 115: Liddell vs Franklin,2010-06-12,Matt Wiman,Mac Danzig,Lightweight,win,SUB
UFC 115: Liddell vs Franklin,2010-06-12,James Wilks,Peter Sobotta,Welterweight,win,U-DEC
UFC 115: Liddell vs Franklin,2010-06-12,Claude Patrick,Ricardo Funch,Welterweight,win,SUB
UFC 115: Liddell vs Franklin,2010-06-12,Mike Pyle,Jesse Lennox,Welterweight,win,SUB
UFC 115: Liddell vs Franklin,2010-06-12,Evan Dunham,Tyson Griffin,Lightweight,win,S-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Matt Hamill,Keith Jardine,Light Heavyweight,win,M-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Chris Leben,Aaron Simpson,Middleweight,win,KO/TKO
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Court McGee,Kris McCray,Middleweight,win,SUB
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Dennis Siver,Spencer Fisher,Lightweight,win,U-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Rich Attonito,Jamie Yager,Middleweight,win,KO/TKO
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,John Gunderson,Mark Holst,Lightweight,win,U-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Brad Tavares,Seth Baczynski,Middleweight,win,U-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Kyle Noke,Josh Bryant,Middleweight,win,KO/TKO
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Chris Camozzi,James Hammortree,Middleweight,win,U-DEC
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Travis Browne,James McSweeney,Heavyweight,win,KO/TKO
UFC 116: Lesnar vs Carwin,2010-07-03,Brock Lesnar,Shane Carwin,Heavyweight,win,SUB
UFC 116: Lesnar vs Carwin,2010-07-03,Chris Leben,Yoshihiro Akiyama,Middleweight,win,SUB
UFC 116: Lesnar vs Carwin,2010-07-03,Chris Lytle,Matt Brown,Welterweight,win,SUB
UFC 116: Lesnar vs Carwin,2010-07-03,Stephan Bonnar,Krzysztof Soszynski,Light Heavyweight,win,KO/TKO
UFC 116: Lesnar vs Carwin,2010-07-03,George Sotiropoulos,Kurt Pellegrino,Lightweight,win,U-DEC
UFC 116: Lesnar vs Carwin,2010-07-03,Brendan Schaub,Chris Tuchscherer,Heavyweight,win,KO/TKO
UFC 116: Lesnar vs Carwin,2010-07-03,Ricardo Romero,Seth Petruzelli,Light Heavyweight,win,SUB
UFC 116: Lesnar vs Carwin,2010-07-03,Kendall Grove,Goran Reljic,Middleweight,win,S-DEC
UFC 116: Lesnar vs Carwin,2010-07-03,Gerald Harris,David Branch,Middleweight,win,KO/TKO
UFC 116: Lesnar vs Carwin,2010-07-03,Daniel Roberts,Forrest Petz,Welterweight,win,S-DEC
UFC 116: Lesnar vs Carwin,2010-07-03,Jon Madsen,Karlos Vemola,Heavyweight,win,U-DEC
UFC Live: Jones vs Matyushenko,2010-08-01,Jon Jones,Vladimir Matyushenko,Light Heavyweight,win,KO/TKO
UFC Live: Jones vs Matyushenko,2010-08-01,Yushin Okami,Mark Munoz,Middleweight,win,S-DEC
UFC Live: Jones vs Matyushenko,2010-08-01,Jake Ellenberger,John Howard,Welterweight,win,KO/TKO
UFC Live: Jones vs Matyushenko,2010-08-01,Takanori Gomi,Tyson Griffin,Lightweight,win,KO/TKO
UFC Live: Jones vs Matyushenko,2010-08-01,Rob Kimmons,Steve Steinbeiss,Middleweight,win,U-DEC
UFC Live: Jones vs Matyushenko,2010-08-01,Matthew Riddle,DaMarques Johnson,Welterweight,win,KO/TKO
UFC Live: Jones vs Matyushenko,2010-08-01,Igor Pokrajac,James Irvin,Light Heavyweight,win,SUB
UFC Live: Jones vs Matyushenko,2010-08-01,Brian Stann,Mike Massenzio,Middleweight,win,SUB
UFC Live: Jones vs Matyushenko,2010-08-01,Charles Oliveira,Darren Elkins,Lightweight,win,SUB
UFC Live: Jones vs Matyushenko,2010-08-01,Jacob Volkmann,Paul Kelly,Lightweight,win,U-DEC
UFC 117: Silva vs Sonnen,2010-08-07,Matt Hughes,Ricardo Almeida,Welterweight,win,SUB
UFC 117: Silva vs Sonnen,2010-08-07,Anderson Silva,Chael Sonnen,Middleweight,win,SUB
UFC 117: Silva vs Sonnen,2010-08-07,Jon Fitch,Thiago Alves,Welterweight,win,U-DEC
UFC 117: Silva vs Sonnen,2010-08-07,Clay Guida,Rafael Dos Anjos,Lightweight,win,SUB
UFC 117: Silva vs Sonnen,2010-08-07,Junior Dos Santos,Roy Nelson,Heavyweight,win,U-DEC
UFC 117: Silva vs Sonnen,2010-08-07,Rick Story,Dustin Hazelett,Welterweight,win,KO/TKO
UFC 117: Silva vs Sonnen,2010-08-07,Phil Davis,Rodney Wallace,Light Heavyweight,win,U-DEC
UFC 117: Silva vs Sonnen,2010-08-07,Johny Hendricks,Charlie Brenneman,Welterweight,win,KO/TKO
UFC 117: Silva vs Sonnen,2010-08-07,Tim Boetsch,Todd Brown,Light Heavyweight,win,U-DEC
UFC 117: Silva vs Sonnen,2010-08-07,Stefan Struve,Christian Morecraft,Heavyweight,win,KO/TKO
UFC 117: Silva vs Sonnen,2010-08-07,Dennis Hallman,Ben Saunders,Welterweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Frankie Edgar,BJ Penn,Lightweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Randy Couture,James Toney,Heavyweight,win,SUB
UFC 118: Edgar vs Penn 2,2010-08-28,Demian Maia,Mario Miranda,Middleweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Gray Maynard,Kenny Florian,Lightweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Nate Diaz,Marcus Davis,Welterweight,win,SUB
UFC 118: Edgar vs Penn 2,2010-08-28,Joe Lauzon,Gabe Ruediger,Lightweight,win,SUB
UFC 118: Edgar vs Penn 2,2010-08-28,Nik Lentz,Andre Winner,Lightweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Dan Miller,John Salter,Middleweight,win,SUB
UFC 118: Edgar vs Penn 2,2010-08-28,Greg Soto,Nick Osipczak,Welterweight,win,U-DEC
UFC 118: Edgar vs Penn 2,2010-08-28,Mike Pierce,Amilcar Alves,Welterweight,win,SUB
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Nate Marquardt,Rousimar Palhares,Middleweight,win,KO/TKO
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Charles Oliveira,Efrain Escudero,Lightweight,win,SUB
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Jim Miller,Gleison Tibau,Lightweight,win,U-DEC
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Cole Miller,Ross Pearson,Lightweight,win,SUB
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Brian Foster,Forrest Petz,Welterweight,win,KO/TKO
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Kyle Kingsbury,Jared Hamman,Light Heavyweight,win,U-DEC
UFC Fight Night: Marquardt vs Palhares,2010-09-15,David Branch,Tomasz Drwal,Middleweight,win,U-DEC
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Rich Attonito,Rafael Natal,Middleweight,win,U-DEC
UFC Fight Night: Marquardt vs Palhares,2010-09-15,TJ Waldburger,David Mitchell,Welterweight,win,U-DEC
UFC Fight Night: Marquardt vs Palhares,2010-09-15,Yves Edwards,John Gunderson,Lightweight,win,U-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Chris Lytle,Matt Serra,Welterweight,win,U-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Frank Mir,Mirko Filipovic,Heavyweight,win,KO/TKO
UFC 119: Mir vs Cro Cop,2010-09-25,Ryan Bader,Rogerio Nogueira,Light Heavyweight,win,U-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Sean Sherk,Evan Dunham,Lightweight,win,S-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Melvin Guillard,Jeremy Stephens,Lightweight,win,S-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Sean McCorkle,Mark Hunt,Heavyweight,win,SUB
UFC 119: Mir vs Cro Cop,2010-09-25,TJ Grant,Julio Paulino,Welterweight,win,U-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Waylon Lowe,Steve Lopez,Lightweight,win,S-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,CB Dollaway,Joe Doerksen,Middleweight,win,SUB
UFC 119: Mir vs Cro Cop,2010-09-25,Matt Mitrione,Joey Beltran,Heavyweight,win,U-DEC
UFC 119: Mir vs Cro Cop,2010-09-25,Thiago Tavares,Pat Audinwood,Lightweight,win,SUB
UFC 120: Bisping vs Akiyama,2010-10-16,Michael Bisping,Yoshihiro Akiyama,Middleweight,win,U-DEC
UFC 120: Bisping vs Akiyama,2010-10-16,Carlos Condit,Dan Hardy,Welterweight,win,KO/TKO
UFC 120: Bisping vs Akiyama,2010-10-16,Cheick Kongo,Travis Browne,Heavyweight,draw,U-DEC
UFC 120: Bisping vs Akiyama,2010-10-16,Claude Patrick,James Wilks,Welterweight,win,U-DEC
UFC 120: Bisping vs Akiyama,2010-10-16,Mike Pyle,John Hathaway,Welterweight,win,U-DEC
UFC 120: Bisping vs Akiyama,2010-10-16,Rob Broughton,Vinicius Queiroz,Heavyweight,win,SUB
UFC 120: Bisping vs Akiyama,2010-10-16,Paul Sass,Mark Holst,Lightweight,win,SUB
UFC 120: Bisping vs Akiyama,2010-10-16,Spencer Fisher,Curt Warburton,Lightweight,win,U-DEC
UFC 120: Bisping vs Akiyama,2010-10-16,Fabio Maldonado,James McSweeney,Light Heavyweight,win,KO/TKO
UFC 120: Bisping vs Akiyama,2010-10-16,Alexander Gustafsson,Cyrille Diabate,Light Heavyweight,win,SUB
UFC 121: Lesnar vs Velasquez,2010-10-23,Matt Hamill,Tito Ortiz,Light Heavyweight,win,U-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Cain Velasquez,Brock Lesnar,Heavyweight,win,KO/TKO
UFC 121: Lesnar vs Velasquez,2010-10-23,Jake Shields,Martin Kampmann,Welterweight,win,S-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Diego Sanchez,Paulo Thiago,Welterweight,win,U-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Brendan Schaub,Gabriel Gonzaga,Heavyweight,win,U-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Sam Stout,Paul Taylor,Lightweight,win,S-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Tom Lawlor,Patrick Cote,Middleweight,win,U-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Daniel Roberts,Mike Guymon,Welterweight,win,SUB
UFC 121: Lesnar vs Velasquez,2010-10-23,Chris Camozzi,Dongi Yang,Middleweight,win,S-DEC
UFC 121: Lesnar vs Velasquez,2010-10-23,Court McGee,Ryan Jensen,Middleweight,win,SUB
UFC 121: Lesnar vs Velasquez,2010-10-23,Jon Madsen,Gilbert Yvel,Heavyweight,win,KO/TKO
