,name,current_rating,peak_rating,current_streak,best_streak
2284,AJ Cunningham,1311.609957813332,1378.9137690360608,-2,0
2052,AJ Dobson,1371.498365733475,1421.0838394241089,-1,1
2064,AJ Fletcher,1366.8742230956911,1398.3440041404237,-1,1
1839,Aalon Cruz,1230.6111870661548,1360.3599892988498,-2,0
11,Aaron Brink,1360.3599892988498,1360.3599892988498,-1,0
1067,Aaron Phillips,1020.8541771180869,1241.0584371419045,-4,0
71,Aaron Riley,1512.6224910641627,1655.6899621269827,-2,1
673,Aaron Rosa,1384.26002566965,1447.046591187047,-1,1
472,Aaron Simpson,1767.006648071789,1910.7659582218957,-1,3
605,Aaron Wilkinson,1360.3599892988498,1360.3599892988498,-1,0
1421,Abdul Razak Alhassan,1548.617669974583,1921.542317684111,-2,3
2282,Abdul-Kareem Al-Selwady,1348.1682324341768,1348.1682324341768,-1,0
1507,Abdul-Kerim Edilov,1592.8082859125018,1592.8082859125018,1,1
833,Abel Trujillo,1685.6530726213816,1837.8163467138497,-2,3
1319,Abner Lloveras,1360.3599892988498,1360.3599892988498,-1,0
1620,Abu Azaitar,1203.6413240451193,1752.275651601233,-2,1
1809,Abubakar Nurmagomedov,1650.1336757336553,1650.1336757336553,-1,2
2109,Abus Magomedov,2021.446305047621,2021.446305047621,3,3
879,Adam Cella,1360.3599892988498,1360.3599892988498,-1,0
2097,Adam Fugitt,1587.4569113339799,1658.6131877790292,1,1
1360,Adam Milstead,1341.3105674474066,1649.0516881782428,-2,1
1532,Adam Wieczorek,1621.5949523596191,1789.4198295166445,-1,2
1633,Adam Yandiev,1439.3796531654582,1439.3796531654582,-1,0
872,Adlan Amagov,1952.74075027873,1952.74075027873,2,2
1925,Adrian Yanez,1767.2936207520438,1901.9629131546674,-1,5
961,Adriano Martins,1766.8796768869393,1926.8447481449912,-2,3
1454,Aiemann Zahabi,2112.657627911294,2112.657627911294,6,6
2114,Ailin Perez,1792.7346549139427,1792.7346549139427,5,5
1198,Aisling Daly,1564.9677359814575,1736.1119303476282,1,1
1126,Akbarh Arreola,1475.1968970553621,1666.684594175305,-2,1
347,Akihiro Gono,1631.0489881468372,1817.9645567339905,-2,1
821,Akira Corassani,1523.3039792203044,1761.462468353774,-3,3
786,Al Iaquinta,1812.3333172153398,2104.5348941699394,-3,5
1914,Alan Baudot,1103.6847244339667,1392.8436810909323,-3,0
253,Alan Belcher,1824.9753825296689,1925.760242015368,-2,4
1129,Alan Jouban,1849.88292062792,1953.8509226478627,1,3
1041,Alan Omer,1296.805073434097,1447.3915292662846,-2,0
952,Alan Patrick,1567.5827299545215,1964.8349443481525,-3,3
1771,Alatengheili,1630.5878918185472,1784.9532030657308,-1,2
1030,Albert Cheng,1360.3599892988498,1360.3599892988498,-1,0
2027,Albert Duraev,1508.2595929607844,1623.056837626163,-1,1
1405,Albert Morales,1348.646038354326,1612.0858885854768,-3,1
1017,Albert Tumenov,1767.076790242739,1916.4585302634819,-2,5
335,Alberto Crane,1321.768012109399,1441.9877602767174,-2,0
1136,Alberto Mina,1825.5590107220128,1914.5703117272606,-1,3
1362,Alberto Uda,1120.4008987131845,1185.4216962517726,-2,0
1178,Alejandro Perez,1679.1055323746475,1892.927819854773,-1,6
1821,Aleksa Camur,1368.575080090524,1792.7371140620246,-3,1
1505,Aleksandar Rakic,1978.6940863372447,2182.7813635932343,-3,4
1238,Aleksandra Albu,1417.343267411952,1772.2508198571547,-2,2
2374,Aleksandre Topuria,1736.1119303476282,1736.1119303476282,1,1
1630,Aleksei Kunchenko,1808.7243221985807,2071.366237950591,-2,2
1096,Aleksei Oleinik,1725.213242578046,1986.0787023329053,-1,2
1721,Alen Amedovski,1023.8430407597089,1391.2842853342631,-4,0
2134,Alessandro Costa,1574.1623134422666,1578.034624295209,1,1
1350,Alessio Di Chirico,1349.837711876543,1571.3557476813091,-2,2
199,Alessio Sakara,1464.326813135384,1719.445379556436,-4,3
647,Alex Caceres,1757.2864208492963,1880.125258590454,-2,5
1206,Alex Chambers,1246.6787126030463,1480.197804187844,-3,1
1722,Alex Da Silva,1499.153682650727,1561.5261930563254,-2,1
982,Alex Garcia,1617.0744930262395,1757.2230251136,-2,2
1678,Alex Gorgees,1360.3599892988498,1360.3599892988498,-1,0
148,Alex Karalexis,1312.1275873101454,1736.1119303476282,-2,1
1326,Alex Morono,1733.9843984201984,1978.1897485444551,-3,4
1335,Alex Nicholson,1415.675310687633,1610.670071911667,-2,1
1232,Alex Oliveira,1632.1099481079075,2092.5779574174276,-4,4
2030,Alex Pereira,2305.5849964608515,2376.0240695957373,-1,5
1559,Alex Perez,1807.4688614087556,1981.6736150673314,-1,3
1513,Alex Reyes,1077.7469450323774,1436.1073177205062,-3,0
1395,Alex Ricci,1320.0234729808167,1360.3599892988498,-2,0
155,Alex Schoenauer,1360.3599892988498,1360.3599892988498,-1,0
714,Alex Soto,1240.2740902444543,1395.6329749629238,-2,0
9,Alex Stiebling,1360.3599892988498,1360.3599892988498,-1,0
1229,Alex Torres,1447.3915292662846,1447.3915292662846,-1,0
1055,Alex White,1414.3180398324316,1600.018474546517,-1,1
1414,Alexa Grasso,1926.5452667057912,2034.830131614859,-2,5
511,Alexander Gustafsson,1831.6150998971214,2220.546899042143,-4,6
1581,Alexander Hernandez,1739.9402552991126,2192.3864893799628,2,2
1883,Alexander Munoz,1573.3929259813565,1573.3929259813565,1,1
1426,Alexander Volkanovski,2361.657533808744,2449.6056345756424,1,12
1420,Alexander Volkov,2211.9241783505313,2227.8288104337034,-1,4
1080,Alexander Yakovlev,1552.4952043378646,1871.9072599688966,-2,2
1899,Alexandr Romanov,1901.665810452015,1948.3107676374964,1,5
454,Alexandre Barros,1425.8831995211929,1425.8831995211929,-1,0
92,Alexandre Dantas,1392.8607902683839,1392.8607902683839,-1,0
588,Alexandre Ferreira,1395.4566848172994,1395.4566848172994,-1,0
1446,Alexandre Pantoja,2159.6813797171,2159.6813797171,8,8
2391,Alexia Thainara,1712.7678758096781,1712.7678758096781,1,1
920,Alexis Davis,1568.3169984349506,1843.0657243085598,1,3
1115,Alexis Dufresne,1234.7764087994292,1360.3599892988498,-2,0
1885,Ali AlQaisi,1201.3777514271953,1365.135547556063,-2,0
942,Ali Bagautinov,1765.3844465477564,1926.0781704726269,-1,3
2066,Aliaskhab Khizriev,1736.1119303476282,1736.1119303476282,1,1
2324,Alice Ardelean,1287.6990700981546,1289.9499444362423,1,1
734,Alistair Overeem,2023.9422626946102,2169.127576276185,-1,4
1018,Aljamain Sterling,2197.7997268974905,2336.9213452714475,-1,9
2029,Allan Nascimento,1909.7257766404991,1909.7257766404991,3,3
1613,Allan Zuniga,1405.594248505016,1405.594248505016,-1,0
329,Allen Berube,1304.7513476240777,1304.7513476240777,-1,0
1557,Allen Crowder,1393.5116660636631,1452.7189283978555,-1,1
1684,Alonzo Menifield,1855.2022317945361,1893.152602121154,2,4
987,Alptekin Ozkilic,1317.1778778108358,1666.6436654117206,-3,1
1304,Alvaro Herrera Mendoza,1218.800020313334,1736.1119303476282,-3,1
2412,Alvin Hines,1388.2183969277905,1388.2183969277905,-1,0
333,Alvin Robinson,1388.580115824424,1594.105013143716,-2,1
1372,Amanda Cooper,1258.1330669886788,1474.0469002436655,-2,1
1495,Amanda Lemos,1949.8505708870098,1981.481264643006,1,5
932,Amanda Nunes,2179.537626897826,2211.418751995588,2,12
1750,Amanda Ribas,1778.2029362240667,1975.4301201503017,-2,4
62,Amar Suloev,1329.0628003212514,1424.8494676250255,-2,0
570,Amilcar Alves,1330.8603833889363,1425.3200711382626,-2,0
1870,Amir Albazi,1860.7820268030891,1948.0803600933573,-1,5
393,Amir Sadollah,1518.0566768480296,1827.1526834148094,-2,2
1655,Anderson Dos Santos,1405.6034065898987,1495.8847504522523,-1,1
234,Anderson Silva,1793.8546693300689,2554.856502132981,-3,16
1635,Andre Ewell,1463.0034412600592,1770.3075222522225,-3,2
2044,Andre Fialho,1567.0993587610828,1896.558168532101,-4,2
954,Andre Fili,1668.4485591958153,1838.3884448494732,-1,2
413,Andre Gusmao,1316.2790311571887,1360.3599892988498,-2,0
2291,Andre Lima,1739.5748915125284,1739.5748915125284,4,4
1810,Andre Muniz,1863.0688345822227,2190.4003350238863,-1,5
2003,Andre Petroski,1805.4034152878792,2006.044771395302,-1,5
1458,Andre Soukhamthath,1423.1316435813626,1601.9708379570861,-2,1
488,Andre Winner,1443.9978867931038,1715.899528429866,-3,2
1594,Andrea Lee,1515.385927903305,1920.4750878915825,-6,3
2406,Andreas Gustafsson,2017.5396262922452,2017.5396262922452,1,1
1869,Andreas Michailidis,1325.0973718342698,1568.761952399254,-2,1
1127,Andreas Stahl,1294.0942912219462,1360.3599892988498,-2,0
4,Andrei Arlovski,1578.419367170969,2235.8209546148196,-4,7
61,Andrei Semenov,1583.9073125696905,1808.55196877909,-1,1
758,Andrew Craig,1539.899618478007,1970.3738287268905,-3,2
1279,Andrew Holbrook,1421.684503543956,1749.7456803478265,-2,1
1368,Andrew Sanchez,1569.8563558599117,1908.0173230883333,-2,2
2392,Andrey Pulyaev,1335.5052603226095,1335.5052603226095,-1,0
1011,Andy Enz,1279.8860364765135,1431.8877270719902,-3,0
824,Andy Ogle,1256.1313904406352,1508.4639194582367,-4,1
328,Andy Wang,1360.3599892988498,1360.3599892988498,-1,0
2074,Ange Loosa,1460.8900565286233,1570.761187034385,-2,2
2297,Angel Pacheco,1298.5640941188603,1298.5640941188603,-1,0
1200,Angela Hill,1708.020165040464,1736.1119303476282,1,3
1205,Angela Magana,1097.1897482952431,1360.3599892988498,-3,0
812,Anistavio Medeiros,1360.3599892988498,1360.3599892988498,-1,0
1357,Anna Elmose,1157.9789039736627,1305.3143655036547,-2,0
195,Ansar Chalangov,1231.5026364329608,1269.1906158211589,-2,0
2149,Anshul Jubli,1276.4081215383324,1736.1119303476282,-2,1
1211,Anthony Birchak,1210.6978587431809,1420.9688152148108,-2,1
1222,Anthony Christodoulou,1229.30885840125,1339.5279715028437,-2,0
1103,Anthony Hamilton,1271.0800763495986,1556.7172917497005,-4,1
1694,Anthony Hernandez,2149.148849959902,2149.148849959902,7,7
1854,Anthony Ivy,1309.5635411420128,1360.3599892988498,-2,0
315,Anthony Johnson,2251.0776142051263,2306.1810438390835,-1,3
965,Anthony Lapsley,1214.2323528385414,1367.76117442614,-2,0
642,Anthony Njokuani,1520.0170985263278,1732.3905214688043,-2,1
240,Anthony Perosh,1478.085573723391,1727.8508070175278,-2,3
661,Anthony Pettis,2071.071100199555,2280.9619018227954,2,5
1012,Anthony Rocco Martin,2001.5807548419086,2056.406318161256,-1,4
918,Anthony Smith,1795.7158017079985,2086.483692779965,-3,3
243,Anthony Torres,1546.1217449871046,1736.1119303476282,-1,1
753,Anton Kuivanen,1351.9582343109532,1406.5565655427083,-1,1
2117,Anton Turkalj,1141.0468194255955,1427.7212265130966,-4,0
1301,Anton Zafir,1221.986433951607,1285.3099159917438,-2,0
276,Antoni Hardonk,1532.4207248744142,1736.1119303476282,-2,3
1663,Antonina Shevchenko,1579.3504388845186,1718.0258902365404,1,1
1812,Antonio Arroyo,1186.8606048281667,1360.3599892988498,-3,0
620,Antonio Banuelos,1360.3599892988498,1360.3599892988498,-1,0
914,Antonio Braga Neto,1565.1510000542787,1743.521467466107,-2,1
1070,Antonio Carlos Junior,1796.0701592809537,1959.345844290793,-3,5
737,Antonio Carvalho,1645.9072046832712,1688.4864780308537,-1,2
1214,Antonio Dos Santos,1193.165807142055,1269.550082594506,-2,0
612,Antonio McKee,1478.3448927167578,1478.3448927167578,-1,0
391,Antonio Mendes,1341.5598319540077,1445.1017394198318,-2,0
332,Antonio Rodrigo Nogueira,1692.8236344786903,2030.263224193246,-3,2
777,Antonio Silva,1694.9259854471634,2069.4297389996755,-3,2
2320,Antonio Trocoli,1279.4748286481495,1449.3795903638359,-2,0
1027,Anying Wang,1497.240786121411,1736.1119303476282,-1,1
1979,Aoriqileng,1445.642333689214,1507.3976268916301,-1,2
1787,Ariane Carnelossi,1460.3976533379505,1552.3449722437579,1,2
1686,Ariane da Silva,1529.2400879205177,1682.8616379636446,-3,3
1555,Ariel Beck,1360.3599892988498,1360.3599892988498,-1,0
1512,Arjan Bhullar,1744.9612260254014,1744.9612260254014,2,2
1720,Arman Tsarukyan,2235.0552222960864,2235.0552222960864,4,5
2058,Armen Petrosyan,1581.637319576393,1772.779203077922,-3,2
1259,Arnold Allen,2168.193729069343,2265.8488263726094,1,10
1316,Artem Lobov,1431.2344515541668,1541.4878511924098,-3,2
1474,Ashkan Mokhtarian,1276.8133752911624,1328.9811501639429,-2,0
1192,Ashlee Evans-Smith,1217.6252670120275,1653.276718326659,-3,2
1434,Ashley Yoder,1255.470073679133,1424.7302169064353,-3,2
1785,Askar Askarov,1898.0551367479054,2027.9992721411277,-1,3
2090,Askar Mozharov,1342.2669938321917,1342.2669938321917,-1,0
1523,Aspen Ladd,1697.261945800468,1942.1912041440385,-2,3
198,Assuerio Silva,1336.899577413553,1404.5150303935757,-3,0
2221,Asu Almabayev,1830.9685584514095,1954.841381572243,-1,4
2394,Ateba Gautier,1599.874924544362,1599.874924544362,1,1
1338,Augusto Mendes,1594.6852681413218,1657.1753726402956,-1,1
1175,Augusto Montano,1356.599055701852,1639.5066341794034,-2,1
1636,Augusto Sakai,1742.7293879211934,1951.3711861030529,1,4
2237,Austen Lane,1340.8238192305466,1433.1867499579469,-1,1
1570,Austin Arnett,1349.7758791480915,1408.352007365781,-1,1
2367,Austin Bashi,1397.8323132873827,1397.8323132873827,-1,0
1739,Austin Hubbard,1507.5311769949465,1588.61009495771,-2,1
1829,Austin Lingo,1452.9136111577357,1685.5315588871931,-2,2
1896,Austin Springer,1317.4112978910148,1317.4112978910148,-1,0
2381,Austin Vanderford,1683.2713568582526,1683.2713568582526,1,1
2369,Azamat Bekoev,1857.6046312793464,1857.6046312793464,2,2
832,Azamat Gashimov,1250.568931603596,1400.0764583280118,-2,0
2063,Azamat Murzakanov,2105.465537637198,2105.465537637198,5,5
2214,Azat Maksum,1374.1647167217245,1652.63926036874,-2,1
1514,Azunna Anyanwu,1556.1775473321732,1556.1775473321732,-1,0
40,BJ Penn,1607.2883341128575,2159.6207032202983,-7,3
2361,Baergeng Jieleyisi,1360.3599892988498,1360.3599892988498,-1,0
1551,Barb Honchak,1191.0892907710138,1324.4824506808677,-2,0
700,Bart Palaszewski,1504.7959415231182,1958.6233199989763,-3,1
1237,Bartosz Fabinski,1594.197206924949,2018.814427163241,-3,3
2215,Bassil Hafez,1677.9329516835217,1830.9199331148666,-1,1
1774,Batgerel Danaa,1493.743505653371,1733.231200645825,-3,3
1742,Bea Malecki,1562.1463915660777,1794.7890051684913,-1,2
1204,Bec Rawlings,1402.7811868657382,1648.9467876473414,-4,2
2281,Bekzat Almakhan,1710.9897125790974,1710.9897125790974,1,1
1366,Belal Muhammad,2286.5927697933557,2389.0717021944365,-1,10
836,Ben Alloway,1364.2004953213138,1736.1119303476282,-2,1
1705,Ben Askren,1805.8594618888078,2087.387034403283,-2,1
1,Ben Earwood,1736.1119303476282,1736.1119303476282,1,1
1247,Ben Nguyen,1678.767624709035,1827.8510343155672,-2,2
509,Ben Rothwell,1715.5455364479333,2041.3089521157387,-1,4
356,Ben Saunders,1588.6980308321595,1945.7292821004967,-4,3
1833,Ben Sosoli,1338.8316112890975,1338.8316112890975,-1,0
986,Ben Wall,1252.2219341391694,1360.3599892988498,-2,0
2283,Benardo Sopaj,1522.7814143385,1522.7814143385,1,1
1005,Beneil Dariush,2191.4438379799362,2239.0421087479426,1,8
1558,Benito Lopez,1601.3613020406115,1736.1517406768157,-1,1
74,Benji Radach,1662.0165721384649,1736.1119303476282,-1,1
2028,Benoit Saint Denis,1982.1672598171308,2092.402970057443,1,5
649,Benson Henderson,2127.6613461919096,2362.942642200156,2,7
1233,Bentley Syler,1360.3599892988498,1360.3599892988498,-1,0
754,Bernardo Magalhaes,1340.361250811405,1360.3599892988498,-2,0
769,Besam Yousef,1287.5934341506452,1360.3599892988498,-2,0
983,Bethe Correia,1464.8824293185235,1771.4500591708875,-2,3
1683,Bevon Lewis,1389.0702898968586,1432.6051964522558,-1,1
1540,Bharat Kandare,1360.3599892988498,1360.3599892988498,-1,0
1464,Bibulatov Magomed,1502.5551371463323,1764.702386047744,-2,1
1897,Bill Algeo,1678.8674703271997,1813.188754531482,-2,2
164,Bill Mahood,1397.9339494194728,1397.9339494194728,-1,0
2370,Billy Elekana,1420.7064044264034,1420.7064044264034,-1,0
359,Billy Miles,1360.3599892988498,1360.3599892988498,-1,0
1814,Billy Quarantillo,1718.5115420737689,1949.6405952855566,-2,3
2226,Billy Ray Goff,1380.845584852135,1619.1546248677491,-2,1
1617,Blagoy Ivanov,1791.4457135845523,2091.687827383513,-2,2
2157,Blake Bilder,1385.9653733638224,1696.2571461706557,-2,1
2053,Blood Diamond,1152.257692109249,1456.7065832758583,-3,0
2171,Bo Nickal,1902.7200402913893,1960.5173426860058,-1,4
60,Bobby Hoffman,1380.0889461141285,1380.0889461141285,-1,0
1711,Bobby Moffett,1443.4076207043531,1443.4076207043531,-2,0
1447,Bobby Nash,1198.4976974936744,1324.640656753015,-3,0
152,Bobby Southworth,1360.3599892988498,1360.3599892988498,-1,0
869,Bobby Voelker,1094.9629437437409,1224.6329881187114,-4,0
2371,Bogdan Grad,1595.8484659005433,1667.9463907866211,-1,1
2230,Bogdan Guskov,1888.8427850854684,1888.8427850854684,3,3
1379,Bojan Mihajlovic,1145.7809465319883,1419.1403433484525,-3,0
1346,Bojan Velickovic,1690.4358588301156,1793.32600335381,-2,1
2271,Bolaji Oki,1614.7041842884885,1614.7041842884885,1,1
1718,Boston Salmon,1140.9825051891926,1275.2931232546728,-2,0
399,Brad Blackburn,1545.3515453158993,1834.245232075657,-2,3
186,Brad Imes,1194.9701590503414,1447.3915292662846,-3,0
1606,Brad Katona,1408.2203171015835,1885.4418418183286,-2,2
385,Brad Morris,1235.3934786858213,1360.3599892988498,-2,0
707,Brad Pickett,1471.0591175557838,1731.19515613507,-3,2
1793,Brad Riddell,1770.2734221501803,2000.8773789268375,-3,4
839,Brad Scott,1441.017964500755,1577.838733122108,-2,1
553,Brad Tavares,1840.2760145150146,2023.1364544590047,1,5
2009,Brady Hiestand,1808.698110867404,1808.698110867404,3,3
177,Branden Lee Hinkle,1454.7064694535713,1736.1119303476282,-2,1
1566,Brandon Davis,1397.5167048585504,1536.3438151428425,-4,1
2015,Brandon Jenkins,1175.7137480503495,1186.1758247325401,-2,0
331,Brandon Melendez,1442.8798668573081,1442.8798668573081,-1,0
1409,Brandon Moreno,2110.1009286758763,2155.584704417801,2,4
1849,Brandon Royval,1837.3472908772762,1932.279055596678,-1,3
936,Brandon Thatch,1597.7552304568787,1946.580338115329,-4,2
169,Brandon Vera,1660.0531691355939,1975.360781070363,-2,4
431,Brandon Wolff,1330.4681138623846,1419.991142674356,-2,0
2198,Braxton Smith,1242.936587697494,1242.936587697494,-1,0
1801,Brendan Allen,2032.5466252728152,2178.2843091669033,-2,7
843,Brendan Loughnane,1360.3599892988498,1360.3599892988498,-1,0
1142,Brendan O'Reilly,1304.5842155477949,1536.0162775433441,-2,1
521,Brendan Schaub,1791.922618519081,1838.4298272013837,-2,4
2246,Brendon Marotte,1265.3750833331576,1300.2631249359915,-2,0
2278,Brendson Ribeiro,1452.1249049833368,1461.6298390262175,-1,2
1418,Brett Johns,1923.4011712083961,1963.3449145316004,2,3
630,Brian Bowles,1452.78411829972,1864.9661797815113,-2,2
1435,Brian Camozzi,1216.3650323982074,1358.9377402916432,-3,0
467,Brian Cobb,1286.9617879193338,1286.9617879193338,-1,0
623,Brian Ebersole,1753.76214382829,2153.2615484671987,-1,4
507,Brian Foster,1663.312122625166,1663.312122625166,2,2
168,Brian Gassaway,1398.374873716667,1398.374873716667,-1,0
330,Brian Geraghty,1272.1299874993392,1272.1299874993392,-1,0
959,Brian Houston,1435.7515863399212,1445.6070185185529,-2,0
1470,Brian Kelleher,1526.6148828413086,2019.1596343770213,-4,2
924,Brian Melancon,1773.9422886365624,1983.8428905563503,-1,1
1257,Brian Ortega,2123.8786444217367,2344.8966061431083,-1,6
478,Brian Stann,1704.0656688318638,1811.6672536058877,-2,3
1755,Brianna Fortino,1546.837943409158,1775.383684581681,-1,1
892,Bristol Marunde,1236.3190835153996,1360.3599892988498,-2,0
794,Brock Jardine,1277.5273795856122,1441.427044538308,-2,0
174,Brock Larson,1460.1731774332823,1793.850053173641,-2,3
376,Brock Lesnar,1904.4818418895402,2126.253632912858,-2,4
407,Brodie Farber,1260.777315951539,1360.3599892988498,-2,0
2102,Brogan Walker,1173.2294135150541,1360.3599892988498,-2,0
1830,Brok Weaver,1301.8791403504727,1418.2311636193122,-2,1
2187,Bruna Brasil,1372.8995879251895,1494.0136571837213,-1,1
2140,Brunno Ferreira,1819.600077772776,1992.4465423152822,1,2
1300,Bruno Korea,1360.3599892988498,1360.3599892988498,-1,0
2365,Bruno Lopes,1587.0966589876725,1704.2385651575833,-1,1
985,Bruno Santos,1467.192586829574,1548.4270464235635,-1,1
1844,Bruno Silva,1571.333720899014,1773.5359550079793,-4,5
2033,Bruno Souza,1272.9118642124097,1398.1748157448187,-2,0
1209,Bryan Barberena,1649.3504210512747,1978.461040465322,-4,3
2004,Bryan Battle,2003.8984108919972,2003.8984108919972,4,4
721,Bryan Caraway,1815.860471418594,1963.6107300206993,-2,2
1609,Bryce Mitchell,1954.4104246634274,2105.8089140424204,-1,6
1298,Bubba Bush,1273.4061812442924,1273.4061812442924,-1,0
792,Buddy Roberts,1644.3136259870957,1736.1119303476282,-1,1
697,Byron Bloodworth,1320.966387789928,1360.3599892988498,-2,0
397,CB Dollaway,1713.8643311238004,1861.3237073380894,-1,3
796,CJ Keith,1222.9021514087112,1318.7511151950516,-2,0
2034,CJ Vergara,1256.8051486929608,1446.1716497917334,-3,2
1401,CM Punk,1398.8525712863536,1398.8525712863536,-1,0
1150,Cain Carrizosa,1236.3850659151535,1360.3599892988498,-2,0
384,Cain Velasquez,2157.652091566613,2383.9540797537898,-1,7
2072,Caio Borralho,2181.6573985863897,2181.6573985863897,7,7
2256,Caio Machado,1224.5865340264231,1395.808042365201,-3,0
793,Caio Magalhaes,1759.963436991596,1866.3307019327838,-2,4
406,Cale Yarbrough,1360.3599892988498,1360.3599892988498,-1,0
1699,Callan Potter,1443.914965200526,1536.067405848631,-1,1
1499,Calvin Kattar,1901.6232837974744,2113.7297323034386,-4,2
491,Cameron Dollar,1156.8298715995618,1156.8298715995618,-1,0
1909,Cameron Else,1103.363012180905,1370.9041816490467,-2,0
2131,Cameron Saaiman,1505.7324288980237,1831.6168301323478,-3,3
2343,Cameron Smotherman,1553.9536268041281,1783.0140080658005,-2,1
2080,Cameron VanCamp,1271.8934100945403,1421.101337641222,-2,0
36,Caol Uno,1511.7337733646807,1788.2634796492334,-3,2
2232,Caolan Loughran,1510.0651270314743,1617.9722141083441,1,1
2169,Carl Deaton,1279.8967472111244,1432.5645089025236,-2,0
1193,Carla Esparza,1827.753317785165,2023.8532062317995,-2,6
2315,Carli Judice,1504.0379560627382,1504.0379560627382,1,1
1595,Carlo Pedersoli Jr.,1390.3250487622665,1577.8037414909682,-2,1
735,Carlo Prater,1369.9245491601177,1613.3692889865022,-2,1
2086,Carlos Candelario,1221.37288630448,1360.3599892988498,-2,0
473,Carlos Condit,1791.0193846892482,2151.7342080247604,-1,5
586,Carlos Eduardo Rocha,1557.995633162134,1628.536756154861,-2,1
1872,Carlos Felipe,1542.9035339757866,1585.0358768875954,-1,3
2059,Carlos Hernandez,1408.9961058153424,1594.444770466196,-1,1
1735,Carlos Huachin,1340.609525201112,1398.378652700151,-2,0
2345,Carlos Leal,1922.7557525322072,1922.7557525322072,1,1
2126,Carlos Mota,1252.7964036172077,1252.7964036172077,-1,0
37,Carlos Newton,1541.4197503087817,1770.715044911201,-1,1
2269,Carlos Prates,2083.6748344000034,2164.028872291072,-1,4
1963,Carlos Ulberg,2062.199235873352,2062.199235873352,8,8
2277,Carlos Vera,1623.247605019338,1623.247605019338,1,1
1478,Carls John De Tomas,1234.9306762710276,1360.3599892988498,-2,0
1983,Carlston Harris,1833.602181930986,2034.7923968936352,-2,2
1894,Carlton Minus,1298.543941216014,1360.3599892988498,-2,0
269,Carmelo Marrero,1420.6208774775569,1706.6136044094776,-3,1
862,Caros Fodor,1475.7492047408236,1475.7492047408236,-1,0
1713,Casey Kenney,1975.2085369711613,2092.831008682685,-2,3
1956,Casey O'Neill,1709.9681393316619,1848.8633751700654,1,4
882,Cat Zingano,1697.6100213772193,1943.234115281961,-1,2
1119,Cathal Pendred,1694.723707104993,1898.38769867778,-2,4
2300,Cesar Almeida,1796.3291500444548,1796.3291500444548,2,2
1309,Cesar Arzamendia,1180.5034039863763,1360.3599892988498,-2,0
799,Cezar Ferreira,1651.777286065642,1836.2877185565508,-2,3
2054,Chad Anheliger,1350.4977477103926,1635.9921082529204,-1,1
771,Chad Griggs,1326.3814855558055,1447.5923890731742,-2,0
1043,Chad Laprise,1601.3679921107896,1870.5065381431182,-2,3
619,Chad Mendes,2024.94899746272,2133.097504891328,-1,5
289,Chad Reiner,1269.24453582995,1429.0635682229192,-2,0
179,Chael Sonnen,2075.216898682639,2182.328264371024,-1,3
644,Chan Sung Jung,2063.25864040288,2165.3246990869197,-2,3
1475,Chan-Mi Jeon,1233.3606304577613,1233.3606304577613,-2,0
1601,Chance Rencountre,1727.5469681460986,1850.1851173044429,-1,2
2317,ChangHo Lee,1668.6007913409076,1668.6007913409076,2,2
2289,Charalampos Grigoriou,1056.7129260379493,1157.7705688191786,-2,0
1584,Charles Byrd,1198.258056391449,1736.1119303476282,-3,1
2096,Charles Johnson,1620.0650998947772,1670.8663591756385,-1,4
1740,Charles Jourdain,1740.458231238841,1754.8316304781135,1,2
162,Charles McCarthy,1432.6008162875987,1467.4829474292146,-1,1
567,Charles Oliveira,2275.9349486751776,2363.523519970405,-1,11
2234,Charles Radtke,1703.4157982688532,1759.2919867833127,-1,2
1165,Charles Rosa,1457.3911226524808,1754.676141855854,-3,1
544,Charlie Brenneman,1427.1090252356748,1932.8858447696198,-5,2
2241,Charlie Campbell,1760.3633929994983,1760.3633929994983,2,2
1926,Charlie Ontiveros,1210.6338009268543,1386.8988014290214,-3,0
652,Charlie Valencia,1299.6943192909002,1299.6943192909002,-1,0
1424,Charlie Ward,1233.5422690266303,1360.3599892988498,-2,0
1061,Chas Skelly,1821.9249721836272,1858.0252233395508,2,4
510,Chase Gormley,1173.891462847829,1341.643608584063,-2,0
1819,Chase Hooper,1801.9148478513325,1801.9148478513325,5,5
1386,Chase Sherman,1341.9599283057746,1453.4392727806073,-2,2
706,Che Mills,1778.1994470554025,1778.1994470554025,1,1
237,Cheick Kongo,1803.3694751424937,1916.4087508229845,-1,3
2121,Chelsea Chandler,1491.3041766470108,1721.7327381470477,-2,1
2206,Chepe Mariscal,1997.075830679006,1997.075830679006,5,5
1968,Cheyanne Vlismas,1460.922513071689,1539.173135945517,-1,2
819,Chico Camus,1527.304343071345,1750.4610518863788,-2,1
2048,Chidi Njokuani,1729.337240310122,1824.276718158942,3,3
1391,Chris Avila,1091.6641965152708,1134.3436298334113,-2,0
1985,Chris Barnett,1528.6388392145234,1609.180474041913,-1,1
1063,Chris Beal,1397.7967792229958,1831.6022619469604,-3,2
63,Chris Brennan,1270.9259669584478,1270.9259669584478,-1,0
555,Chris Camozzi,1602.8438941821503,1761.686644561795,-3,4
613,Chris Cariaso,1524.5118541209692,1777.1032793658042,-3,3
770,Chris Clements,1517.6142303853749,1606.3675304351848,-1,1
656,Chris Cope,1389.7409573370105,1736.1119303476282,-2,1
