,name,current_rating,peak_rating,current_streak,best_streak
1871,Roman Dolidze,2050.847739889659,2050.847739889659,3,4
1808,Roman Kopylov,1858.9045286116345,1858.9045286116345,2,4
355,Roman Mitichyan,1617.179199544203,1736.1119303476282,-1,1
1162,Roman Salazar,1192.3078425466256,1416.1281962577923,-2,0
101,Romie Aram,1360.3599892988498,1360.3599892988498,-1,0
1219,Ron Stallings,1479.0895055771762,1506.099194097709,-1,1
134,Ronald Jhun,1238.4117082501007,1238.4117082501007,-1,0
2279,Ronaldo Rodriguez,1486.0071561571042,1711.5256667177798,-1,2
858,Ronda Rousey,1885.194477466665,2150.875422306572,-2,6
1980,Rongzhu,1493.4558017553647,1493.4558017553647,1,1
1959,Ronnie Lawrence,1658.4292497044946,1784.92155999392,-1,2
681,Ronny Markes,1674.57624697301,2003.9555735353947,-2,3
797,Rony Jason,1641.04968279308,1960.2019146130785,-3,3
537,Ronys Torres,1269.6700986130122,1295.7590341410503,-2,0
1666,Roosevelt Roberts,1519.8200489908766,1803.4172519119536,-4,2
1900,Roque Martinez,1164.14126421463,1360.3599892988498,-3,0
531,Rory MacDonald,2090.7916578398313,2231.9491117958746,-2,5
401,Rory Markham,1478.0913801793024,1736.1119303476282,-2,1
221,Rory Singer,1573.2294968000674,1797.9155044270935,-2,2
1201,Rose Namajunas,2073.7014230310333,2126.381379185582,1,3
922,Rosi Sexton,1136.4575686507071,1360.3599892988498,-2,0
485,Ross Pearson,1558.5751837231992,1935.3220917872745,-2,3
227,Ross Pointon,1173.33218898569,1360.3599892988498,-2,0
1743,Rostem Akman,1328.4424774417828,1360.3599892988498,-2,0
390,Rousimar Palhares,1919.1092267417837,1969.9365521441325,1,3
975,Roxanne Modafferi,1544.4708095890694,1615.166323852941,-3,1
516,Roy Nelson,1797.3351524113805,1953.3489269863865,-1,3
215,Royce Gracie,1473.9989911018026,1473.9989911018026,-1,0
992,Royston Wee,1579.2726632269791,1736.1119303476282,-1,2
1065,Ruan Potts,1168.8015183910675,1412.233011755815,-3,0
1075,Ruslan Magomedov,1980.9524502601578,1980.9524502601578,3,3
994,Russell Doane,1441.8297684643792,1770.319917440302,-1,2
845,Rustam Khabilov,2009.6193819298026,2111.5240759212847,1,6
433,Ryan Bader,2150.32583570244,2150.32583570244,2,5
979,Ryan Benoit,1360.8477580899162,1706.089714574845,-3,1
877,Ryan Couture,1277.5229345604403,1405.9528990327706,-2,0
1313,Ryan Hall,1998.6264638808843,2098.2800279165576,1,4
1432,Ryan Janes,1643.9438659522013,1736.1119303476282,1,1
336,Ryan Jensen,1321.1562700002685,1407.5806419978871,-2,1
814,Ryan Jimmo,1584.6406348592182,1855.7941413760368,-2,1
874,Ryan LaFlare,1871.3830367539401,2032.1526012474874,-1,4
2330,Ryan Loder,1555.6949155223267,1736.1119303476282,-1,1
1712,Ryan MacDonald,1213.4597093349987,1272.8712974167584,-2,0
471,Ryan Madigan,1314.3666239665404,1314.3666239665404,-1,0
664,Ryan McGillivray,1360.3599892988498,1360.3599892988498,-1,0
381,Ryan Roberts,1275.7559443848922,1275.7559443848922,-1,0
1637,Ryan Spann,1781.3414301045598,2010.9167154060035,-1,4
415,Ryan Thomas,1329.709403189827,1399.011043818265,-2,0
348,Ryo Chonan,1451.624488149873,1591.0535381609425,-2,1
1390,Sabah Homasi,1251.4589606402153,1378.6901307062333,-3,0
1715,Sabina Mazo,1376.0280407032947,1635.1390663401528,-3,3
1297,Sage Northcutt,1818.6212060523435,1820.0098619675969,3,3
1029,Sai Wang,1607.7845532994513,1607.7845532994513,1,1
1616,Said Nurmagomedov,1876.2175865202278,2063.5390664122287,-1,4
2001,Saidyokub Kakhramonov,1839.728677167374,1955.071489780426,-1,2
2046,Saimon Oliveira,1125.194585693769,1287.9783364129316,-3,0
603,Sako Chivitchian,1360.3599892988498,1360.3599892988498,-1,0
1526,Salim Touahri,1379.623600881832,1449.4037061529514,-3,0
1132,Sam Alvey,1509.1266448551153,1871.9231844881729,-8,4
144,Sam Hoger,1435.344853085674,1736.1119303476282,-2,1
1940,Sam Hughes,1504.5719534392947,1504.5719534392947,2,2
2183,Sam Patterson,1758.9854412354355,1758.9854412354355,3,3
782,Sam Sicilia,1462.9790937228897,1736.1119303476282,-3,2
203,Sam Stout,1483.4682186658904,1741.733373312416,-3,2
188,Sammy Morgan,1232.4623967254151,1360.3599892988498,-2,0
382,Samy Schiavo,1152.993823191241,1260.1699650333835,-2,0
963,Santiago Ponzinibbio,1902.2822426021746,2150.454436841585,-1,7
1433,Saparbeg Safarov,1407.5230833748228,1461.864732318982,-1,1
901,Sara McMann,1773.7102606533551,1773.8278143480088,1,3
1903,Sarah Alpar,1146.025153730545,1221.730475950791,-2,0
1693,Sarah Frota,1391.5649268314703,1483.4634410666217,-2,0
1046,Sarah Kaufman,1506.9557736833492,1736.1119303476282,-2,1
1109,Sarah Moras,1216.9182003138471,1736.1119303476282,-2,1
1933,Sasha Palatnikov,1382.2405005931253,1736.1119303476282,-2,1
1164,Scott Askham,1451.766619477249,1584.6334416168695,-2,1
1287,Scott Holtzman,1662.3052616792056,1799.6098438458066,-3,3
659,Scott Jorgensen,1366.3789164253621,1773.3898983303143,-3,2
343,Scott Junk,1295.183995873555,1295.183995873555,-1,0
212,Scott Smith,1311.4526778612517,1647.4002742923656,-2,1
100,Sean Alvarez,1273.7850143595856,1273.7850143595856,-1,0
1800,Sean Brady,2337.0094086978233,2337.0094086978233,3,5
180,Sean Gannon,1360.3599892988498,1360.3599892988498,-1,0
575,Sean McCorkle,1452.4576131897998,1736.1119303476282,-2,1
1049,Sean O'Connell,1463.6328399796228,1612.4196553657089,-3,2
1545,Sean O'Malley,2146.4887591240613,2236.38551036073,-2,6
607,Sean Pierson,1897.5105454629181,1949.7704055254526,3,3
287,Sean Salmon,1289.6514462596874,1432.6081857202414,-2,0
2341,Sean Sharaf,1205.2289723980289,1205.2289723980289,-1,0
28,Sean Sherk,1941.1992548300186,2054.372688778387,1,3
996,Sean Soriano,997.399844236224,1360.3599892988498,-5,0
853,Sean Spencer,1479.3437540981465,1644.4096958868845,-3,2
1037,Sean Strickland,2148.5468066820417,2189.5342736527286,-1,6
1799,Sean Woodson,1810.6707202719356,1870.4215861761859,-1,6
2177,Sedriques Dumas,1489.7128681731128,1541.2450576411684,-1,2
39,Semmy Schilt,1531.4368357902629,1736.1119303476282,-1,1
1203,Seo Hee Ham,1374.8464493737972,1531.5861896584886,-2,1
2409,Seokhyeon Ko,1962.5142525637825,1962.5142525637825,1,1
1656,Sergei Pavlovich,2165.612238424977,2284.424573612586,1,6
1741,Sergey Khandozhko,1828.0563630958225,1828.0563630958225,1,1
1950,Sergey Morozov,1671.0418871943773,1671.0418871943773,2,2
1730,Serghei Spivac,1878.8185757782976,2000.5618164911907,-2,3
806,Sergio Moraes,1771.140401348356,1994.7364419600544,-3,6
964,Sergio Pettis,1797.9651159085472,1877.7747042124088,1,4
2266,Serhiy Sidey,1752.1803064563178,1752.1803064563178,2,2
560,Seth Baczynski,1587.9068821699136,1941.956998650379,-3,4
266,Seth Petruzelli,1085.854013558818,1398.2549111484984,-4,0
2153,SeungGuk Choi,1360.3599892988498,1360.3599892988498,-1,0
1724,SeungWoo Choi,1446.6151543789929,1694.2506726243735,-2,3
658,Shamar Bailey,1498.324493409951,1736.1119303476282,-2,1
1235,Shamil Abdurakhimov,1665.1102777216956,1880.1408078477198,-4,3
1807,Shamil Gamzatov,1500.8249967446013,1628.385368856429,-1,1
2261,Shamil Gaziev,1881.893343966576,1906.946491067427,2,2
1549,Shana Dobson,1218.627339339275,1736.1119303476282,-1,1
1431,Shane Burgos,1932.5591002056967,1959.985260254843,2,3
1246,Shane Campbell,1413.0897679065652,1676.8788505830921,-3,1
389,Shane Carwin,1941.5575306067599,2077.945179294834,-2,4
1098,Shane Howell,1207.5395710477173,1302.2053990876352,-2,0
434,Shane Nelson,1474.7685241735849,1736.4053355342226,-2,2
443,Shane Primm,1360.3599892988498,1360.3599892988498,-1,0
631,Shane Roller,1487.3600113924867,1878.9728463753947,-1,1
1533,Shane Young,1250.4659817194877,1652.9210551916592,-4,2
778,Shane del Rosario,1295.4326233014947,1448.2366292826532,-2,0
1832,Shanna Young,1306.2263653627888,1346.5346914641332,-1,1
403,Shannon Gugerty,1493.2375035702562,1736.1119303476282,-2,1
2159,Shannon Ross,1140.855922769891,1232.5888013655672,-3,0
2247,Shara Magomedov,1947.110231649282,2110.2552709137603,-1,4
2218,Shauna Bannon,1545.8032486302095,1545.8032486302095,2,2
1921,Shavkat Rakhmonov,2435.7778066188466,2435.7778066188466,7,7
757,Shawn Jordan,1746.420351868253,1861.7479123018368,-1,3
1986,Shayilan Nuerdanbieke,1456.256995659037,1625.7862839677719,-2,3
1149,Shayna Baszler,1303.992070783984,1374.223394083835,-2,0
904,Sheila Gaff,1236.62761845859,1360.3599892988498,-2,0
1047,Sheldon Westcott,1231.8866072476196,1360.3599892988498,1,1
281,Sherman Pendergarst,1360.3599892988498,1360.3599892988498,-1,0
1539,Sheymon Moraes,1552.8291651131867,1730.4918629343886,-2,2
2353,Shi Ming,1736.1119303476282,1736.1119303476282,1,1
1144,Shinsho Anzai,1679.2699505327112,1797.6516727444657,-1,2
38,Shonie Carter,1342.9341194754943,1736.1119303476282,-3,1
998,Shunichi Shimizu,1235.7831639804688,1235.7831639804688,-1,0
1600,Sijara Eubanks,1544.2547726887558,1752.8938071217117,-1,2
2020,Silvana Gomez Juarez,1200.1259172931316,1237.7186174133503,-1,1
765,Simeon Thoresen,1484.8148109262954,1736.1119303476282,-2,1
1262,Sirwan Kakai,1648.3700152619472,1648.3700152619472,-1,1
763,Siyar Bahadurzada,1733.8530160259381,1976.0640653773996,-2,3
365,Soa Palelei,1667.755049743359,1865.0637247697623,-1,3
1673,Sodiq Yusuff,1764.6142209895984,2054.069449796991,-3,4
229,Solomon Hutcherson,1295.0123048109251,1295.0123048109251,-1,0
1535,Song Kenan,1635.4427378845298,1748.8449154548803,-1,2
1536,Song Yadong,2126.276123097179,2126.276123097179,1,5
172,Spencer Fisher,1539.6319858689264,1882.000026606816,-3,3
1836,Spike Carlyle,1437.3431527592854,1736.1119303476282,-2,1
683,Stanislav Nedkov,1386.958564939254,1903.5863450634597,-2,1
1634,Stefan Sekulic,1498.092843484533,1498.092843484533,-2,0
468,Stefan Struve,1633.416476805113,1973.2400278342407,-2,4
150,Stephan Bonnar,1786.0799430416778,1821.4843523236136,-1,3
1915,Stephanie Egger,1479.8417510940565,1671.6503708278863,-2,2
2326,Stephanie Luciano,1530.8951031080348,1709.7650087010436,-1,1
730,Stephen Bass,1360.3599892988498,1360.3599892988498,-1,0
746,Stephen Thompson,1949.611010848722,2208.075372354069,-2,7
46,Steve Berger,1294.3808276095017,1360.3599892988498,-2,0
1267,Steve Bosse,1750.9350541262802,1750.9350541262802,2,2
414,Steve Bruno,1417.7809249051595,1464.6693960839668,-1,1
283,Steve Byrnes,1360.3599892988498,1360.3599892988498,-1,0
429,Steve Cantwell,1195.7336498487648,1736.1119303476282,-5,1
2204,Steve Erceg,1758.1374038515785,1947.9108030915675,-3,3
1840,Steve Garcia,1883.2583310965892,1883.2583310965892,5,5
1261,Steve Kennedy,1203.5356913438036,1260.2716202551592,-2,0
505,Steve Lopez,1294.2495233114184,1432.468571455339,-2,0
1264,Steve Montgomery,1299.6250107259311,1360.3599892988498,-2,0
502,Steve Steinbeiss,1088.1796383880874,1158.9177438066276,-2,0
206,Steve Vigneault,1406.8478358485575,1406.8478358485575,-1,0
2133,Steven Koslow,1360.3599892988498,1360.3599892988498,-1,0
2293,Steven Nguyen,1169.5702075235233,1169.5702075235233,-1,0
1577,Steven Peterson,1366.8838860387343,1479.0118288386022,-2,2
720,Steven Siler,1578.9169694927348,1975.100347826074,-3,3
320,Stevie Lynch,1332.105024760374,1332.105024760374,-1,0
1239,Stevie Ray,1798.8941571609435,1838.1303934843165,1,3
2329,Stewart Nicoll,1297.8968285849185,1297.8968285849185,-1,0
698,Stipe Miocic,2340.452334579375,2499.9305956873977,-2,6
2355,SuYoung You,1786.819183435759,1786.819183435759,2,2
1225,Sultan Aliev,1737.2504260393507,1737.2504260393507,1,1
1677,Suman Mokhtarian,1122.5426899390995,1360.3599892988498,-2,0
1659,Sumudaerji,1447.3057708009871,1665.4791889326827,1,3
1744,Sung Bin Jo,1126.2976360144953,1126.2976360144953,-1,0
1516,Syuri Kondo,1184.7600244327225,1462.289547267452,-3,1
1841,TJ Brown,1398.3089354922708,1518.765656021198,-2,2
724,TJ Dillashaw,2137.496719515266,2274.3056003442643,-1,4
477,TJ Grant,2002.0039789893212,2002.0039789893212,5,5
1902,TJ Laramie,1285.4756347142932,1298.1364774886147,-2,0
592,TJ O'Brien,1286.3314986297958,1320.1392907996078,-2,0
572,TJ Waldburger,1682.6559777499165,1869.4984643140954,-2,2
1991,Tabatha Ricci,1823.8525433784432,1873.701939060137,-1,4
1001,Tae Hyun Bang,1406.5637429179064,1574.600499151071,-1,1
1942,Tafon Nchukwi,1249.521096995913,1736.1119303476282,-3,1
1913,Tagir Ulanbekov,1877.1393165656411,1877.1393165656411,4,4
1530,Tai Tuivasa,1870.6986434293467,2037.0736285282687,-5,5
1695,Taila Santos,1877.3711841304873,1935.6725838861075,-2,4
2199,Tainara Lisboa,1565.0195451347397,1782.7801824101457,-1,2
545,Takanori Gomi,1435.6272598249109,1917.6037473047527,-5,2
1725,Takashi Sato,1461.0878652671593,1912.4938901818596,-4,1
1015,Takenori Sato,1315.996992912942,1396.5866736472242,-2,0
632,Takeya Mizugaki,1673.9400918637282,1854.3659877929838,-2,5
2259,Talita Alencar,1593.9928601146419,1594.444770466196,1,1
1509,Talita Bernardo,1296.9855911943096,1366.1478508386188,-1,1
2373,Tallison Teixeira,1800.7896478345106,1800.7896478345106,1,1
314,Tamdan McCrory,1613.815812240482,1909.4864542263472,-2,1
2127,Tamires Vidal,1282.4040606531428,1607.570413527231,-3,1
1802,Tanner Boser,1636.9813828775536,1747.7673581246602,1,2
991,Tarec Saffiedine,1850.835168156729,2007.2291858893657,-3,1
1152,Tateki Matsuda,1345.2701760749683,1398.374873716667,-2,0
1369,Tatiana Suarez,2064.4012550764905,2211.8405142601623,-1,7
2084,Tatsuro Taira,1960.3586047464853,2032.1535772815855,-1,6
989,Tatsuya Kawajiri,1714.9914722571896,1866.968003350353,-2,2
1240,Taylor Lapilus,1871.6995230743069,1871.6995230743069,2,2
1646,Te Edwards,1318.0718292117717,1360.3599892988498,-2,0
1197,Tecia Pennington,1864.3202892402694,1961.1750479224704,2,3
1277,Teemu Packalen,1317.5673789928376,1509.9446964003,-2,1
2128,Tereza Bleda,1556.7506836633977,1556.7506836633977,1,1
1992,Terrance McKinney,1669.6631808181887,1948.7895864059456,2,2
2212,Terrence Mitchell,1276.2124971037579,1399.3165169618028,-2,0
1489,Terrion Ware,1102.9549113218673,1360.3599892988498,-4,0
306,Terry Etim,1511.4955232758584,1758.5287665642409,-2,4
167,Terry Martin,1429.6413336126147,1639.9133783645461,-2,2
1294,Teruto Ishihara,1383.8753301197444,1709.2956669944138,-3,2
274,Thales Leites,1854.8266961489694,2106.977288603138,1,5
2165,Themba Gorimbo,1742.7059210310194,1781.4640048344013,-1,4
175,Thiago Alves,1599.3209471880377,2071.519527632923,-2,7
1649,Thiago Moises,1785.371783445244,1984.4698717409271,-1,3
802,Thiago Perpetuo,1379.2259794343786,1736.1119303476282,-2,1
933,Thiago Santos,1920.2672563879228,2093.850122885259,-2,4
312,Thiago Silva,1939.253871887767,1975.2061561273497,2,4
300,Thiago Tavares,1757.5778204996177,1830.5210027293574,-1,2
1343,Thibault Gouti,1299.780493277005,1426.134288249663,-2,1
1170,Thomas Almeida,1545.8802209833375,1904.7308116685067,-4,4
1726,Thomas Gifford,1202.8259448404183,1370.1072585738434,-2,0
2268,Thomas Petersen,1611.7770025712985,1611.7770025712985,1,1
1123,Tiago dos Santos e Silva,1462.2321063301488,1736.1119303476282,-1,1
32,Tiki Ghosn,1152.3335993260434,1360.3599892988498,-3,0
374,Tim Boetsch,1778.2167238294492,1934.2829187079276,-2,4
400,Tim Credeur,1688.9843106229796,2004.292009137649,-2,3
774,Tim Elliott,1731.338983376928,1731.338983376928,1,2
1053,Tim Gorman,1257.3996583121843,1399.8069478622788,-2,0
480,Tim Hague,1328.8590024777377,1725.3490248439687,-4,1
923,Tim Kennedy,1941.2656298055576,2095.6898223036096,-2,3
474,Tim McKenzie,1360.3599892988498,1360.3599892988498,-1,0
752,Tim Means,1670.7414476205397,1913.0631704252592,-2,4
87,Tim Sylvia,1947.4229576628884,2059.2065242961503,-1,5
1578,Tim Williams,1343.241078743603,1369.1819692320323,-2,0
2273,Timmy Cuamba,1487.6760426868987,1487.6760426868987,1,1
1234,Timothy Johnson,1659.4020282422825,1736.1119303476282,1,1
1953,Timur Valiev,1730.948123319981,1872.7812302079972,-1,2
1118,Tina Lahdemaki,1360.3599892988498,1360.3599892988498,-1,0
16,Tito Ortiz,1728.2419087373355,2062.7094066588334,-3,5
569,Todd Brown,1197.1199011634512,1320.7954091202846,-2,0
497,Todd Duffee,1779.0519099944268,1911.781733281028,-1,2
2410,Tofiq Musayev,1450.549175304836,1450.549175304836,-1,0
1874,Tom Aspinall,2291.276244184025,2291.276244184025,3,5
627,Tom Blackledge,1152.8021915790082,1152.8021915790082,-1,0
1254,Tom Breese,1813.0628422377952,1970.2456266747058,-1,3
766,Tom DeBlass,1263.7341779328362,1381.2910455377034,-2,0
1466,Tom Duquesnoy,1711.5324878920044,1749.6858017297768,1,1
456,Tom Egan,1360.3599892988498,1360.3599892988498,-1,0
1486,Tom Gallicchio,1418.4267973147653,1418.4267973147653,-1,0
439,Tom Lawlor,1746.3507407728275,1907.1931205267565,-1,2
205,Tom Murphy,1736.1119303476282,1736.1119303476282,1,1
970,Tom Niinimaki,1270.4905706504355,1691.9855745179523,-3,1
2263,Tom Nolan,1548.3642074772522,1548.3642074772522,3,3
825,Tom Watson,1488.0155425786247,1747.748981736658,-2,1
338,Tomasz Drwal,1587.8078446105733,1863.8657846614933,-2,3
742,Tommy Hayden,1243.5336667284234,1296.530086027442,-2,0
358,Tommy Speer,1218.0993319767215,1360.3599892988498,-2,0
41,Tony DeSouza,1467.1974931594925,1830.2807229032232,-2,2
655,Tony Ferguson,1746.57666069536,2325.3465163431206,-8,12
72,Tony Fryklund,1539.247105455896,1736.1119303476282,-1,1
1825,Tony Gravely,1613.7062120047922,1706.4948984043924,-2,2
1891,Tony Kelley,1551.2168251602086,1610.0216314126212,-1,2
1263,Tony Sims,1501.8032237595262,1736.1119303476282,-2,1
1501,Tonya Evinger,1232.2333937192166,1418.7727759451386,-3,0
875,Tor Troeng,1347.2856696660322,1736.1119303476282,-3,1
2395,Torrez Finney,1514.4689382865577,1514.4689382865577,1,1
2152,Toshiomi Kazama,1353.6751400376988,1360.3599892988498,1,1
107,Tra Telligman,1229.6240374024587,1255.508955014242,-2,0
1811,Tracy Cortez,1975.765669840302,1980.5454246957422,1,5
556,Travis Browne,1830.3948229338962,2039.4614336156533,-4,4
135,Travis Lutter,1518.3277517705994,1616.5671890055035,-2,1
89,Travis Wiuff,1250.4443828756334,1342.8636565451534,-2,0
2050,Tresean Gore,1501.9285423739582,1582.733652255528,-1,2
1488,Trevin Giles,1554.5635288293684,1860.0084296641833,-3,3
1962,Trevin Jones,1377.4874660659716,1845.76926053436,-4,1
2166,Trevor Peek,1383.1865994165553,1624.2779803397514,-2,1
127,Trevor Prangley,1450.2527668598002,1777.5353528649935,-2,2
928,Trevor Smith,1583.853016633214,1731.9533229130816,-3,2
2076,Trey Ogden,1692.127116610138,1782.7818819838094,-1,2
2193,Trey Waters,1901.9791277152347,1901.9791277152347,2,2
1781,Tristan Connelly,1502.5885295996836,1864.9074454938448,-2,1
353,Troy Mandaloniz,1489.332883512605,1736.1119303476282,-1,1
69,Tsuyoshi Kohsaka,1420.230608434453,1420.230608434453,-1,0
1984,Tucker Lutz,1525.072578968787,1878.7585599504946,-3,1
2312,Tuco Tokkos,1234.1593389130321,1360.3599892988498,-2,0
1614,Tyler Diamond,1405.594248505016,1405.594248505016,-1,0
602,Tyler Toner,1360.3599892988498,1360.3599892988498,-1,0
855,Tyron Woodley,2037.5522191801876,2356.5619623882194,-4,6
257,Tyson Griffin,1691.66463674626,1902.7307848166959,-1,4
1786,Tyson Nam,1537.2560612748237,1684.8646445920185,-2,2
1425,Tyson Pedro,1527.0208528955604,1906.4498875618008,-1,2
818,Ulysses Gomez,1177.7966131970495,1360.3599892988498,-2,0
1946,Umar Nurmagomedov,2182.0706364611124,2236.9418183874154,-1,6
2398,Uran Satybaldiev,1362.3998617948776,1362.3998617948776,-1,0
888,Uriah Hall,1937.3001811097624,2041.4996175523843,-2,4
636,Urijah Faber,1942.14236871002,2010.1879620632158,-1,4
1961,Uros Medic,1714.9039926341854,1851.39211459736,-1,2
669,Vagner Rocha,1446.8386811465057,1653.5461305207323,-2,1
2210,Val Woodburn,1247.3585354044906,1381.0171279274557,-2,0
1323,Valentina Shevchenko,2215.685703264005,2215.685703264005,2,9
1087,Valerie Letourneau,1569.019733765001,1857.4029550001042,-3,3
1140,Valmir Lazaro,1570.1180269314561,1681.5708554153646,-1,1
2301,Valter Walker,1610.3363858233497,1610.3363858233497,2,2
2010,Vanessa Demopoulos,1383.7579206351318,1586.3667197492,-3,3
1784,Vanessa Melo,1344.589430447734,1344.589430447734,1,1
709,Vaughan Lee,1435.6045770391606,1554.613713882566,-2,1
1308,Vernon Ramos Ho,1360.3599892988498,1360.3599892988498,-1,0
103,Vernon White,1478.3140210335314,1521.5895703208428,-1,0
1399,Veronica Hardy,1653.060372457911,1803.2949680360794,-1,3
2037,Viacheslav Borshchev,1371.4371907156617,1605.51486196358,-2,1
1272,Vicente Luque,1935.6792197954626,2174.4116395711103,-1,6
2060,Victor Altamirano,1353.6663879160453,1649.723959048452,-3,2
2043,Victor Henry,1731.8220794452411,1937.9273926286367,1,2
2298,Victor Hugo,1630.9855314445517,1736.1119303476282,-1,1
2168,Victor Martinez,1116.870060667628,1320.4128970269353,-2,0
1927,Victor Rodriguez,1234.366498362769,1360.3599892988498,-2,0
285,Victor Valimaki,1309.294527185242,1519.800219099412,-2,0
1951,Victoria Leonardo,1269.7305701098414,1383.5853559072932,-2,1
1051,Vik Grujic,1294.5158410981662,1542.736900261917,-2,1
1081,Viktor Pesta,1278.6051969821401,1577.5061215793576,-3,1
2213,Viktoriia Dudakova,1330.2320127772507,1651.159693883156,-2,2
848,Vinc Pichel,1633.5406731475439,2004.0509433162442,-3,4
1881,Vince Cachero,1205.8491926826186,1306.8783902957412,-2,0
1657,Vince Morales,1386.2692156539858,1668.9241094963645,-5,2
1687,Vinicius Moreira,1045.7770591923181,1360.3599892988498,-4,0
2280,Vinicius Oliveira,2103.535677485999,2103.535677485999,3,3
581,Vinicius Queiroz,1360.3599892988498,1360.3599892988498,-1,0
2184,Vinicius Salvador,1164.0997559399718,1310.738719973415,-3,0
441,Vinny Magalhaes,1519.2381573748803,1715.1611857346631,-2,1
1727,Virna Jandiroba,2045.6203320882505,2045.6203320882505,5,5
931,Viscardi Andrade,1801.6003939225157,1801.6003939225157,2,2
79,Vitor Belfort,2000.999166100336,2237.120155374245,-1,3
1077,Vitor Miranda,1433.5731897575133,1819.3354056643043,-3,3
2175,Vitor Petrino,1715.560366130623,1895.8071264101075,-2,4
1734,Viviane Araujo,1783.9906645419499,1840.9143944284447,-1,2
1439,Viviane Pereira,1563.2280975968154,1765.6985919177807,-2,2
48,Vladimir Matyushenko,1776.3420531897832,1913.25036805822,-2,2
1450,Volkan Oezdemir,1903.7510523698495,2225.8415522200385,-1,3
125,Wade Shipp,1360.3599892988498,1360.3599892988498,-1,0
810,Wagner Campos,1360.3599892988498,1360.3599892988498,-1,0
828,Wagner Prado,1273.1630782423401,1452.366194231925,-2,0
1076,Wagner Silva,1304.7929903731413,1360.3599892988498,-2,0
2124,Waldo Cortes-Acosta,1970.7259470436838,1970.7259470436838,5,5
694,Walel Watson,1296.0512380632194,1736.1119303476282,-3,1
977,Walt Harris,1689.157885289361,1811.492315816502,-3,3
366,Wanderlei Silva,1832.14633951158,1880.7609422510563,1,1
2332,Wang Cong,1651.5192362496225,1651.5192362496225,2,2
1534,Wang Guan,1694.2846065823005,1694.2846065823005,1,1
350,War Machine,1497.5390670325858,1736.1119303476282,-1,1
1071,Warlley Alves,1638.272799659423,2179.6867819700756,-4,4
550,Waylon Lowe,1479.7150673355336,1514.7728706232426,-1,2
1756,Wellington Turman,1451.4805436099741,1647.0693209982012,-3,2
1153,Wendell Oliveira Marques,1200.017747713778,1301.7708130638568,-2,0
231,Wes Combs,1172.3750483520844,1360.3599892988498,-2,0
108,Wes Sims,1350.164788747282,1569.9576242277694,-3,0
88,Wesley Correira,1553.8185557593838,1630.2851885664923,-1,2
2208,Westin Wilson,1454.3171193822147,1454.3171193822147,1,1
1367,Will Brooks,1617.1227852928664,1989.4987786756983,-3,1
604,Will Campuzano,1130.1711153556366,1360.3599892988498,-4,0
999,Will Chope,1311.3304292782134,1311.3304292782134,-1,0
615,Willamy Freire,1220.1223142948272,1220.1223142948272,-1,0
2108,William Gomis,1841.7467590467813,1912.5790791045206,-1,4
1905,William Knight,1517.1148245432717,1821.6019679520045,-3,2
915,William Macario,1252.1147640640609,1458.361176462853,-2,1
1212,Willie Gates,1347.9945529387078,1508.873095274871,-2,1
232,Wilson Gouveia,1677.3616576107484,1812.7991800024608,-2,4
947,Wilson Reis,1748.8424569158058,1908.9978613659339,-1,3
1541,Wu Yanan,1218.7810363536869,1591.7867714730035,-4,1
1542,Wulijiburen,983.6906163481033,1110.3517808625463,-3,0
479,Xavier Foupa-Pokam,1163.5510730760943,1225.830246081161,-2,0
2321,Xiao Long,1612.7576172654074,1612.7576172654074,1,1
2402,Yadier del Valle,1565.3107207690136,1565.3107207690136,1,1
1181,Yair Rodriguez,2115.7451582239632,2246.163519722778,1,6
950,Yan Cabral,1505.932923097456,1759.0233980062721,-2,1
1537,Yan Xiaonan,1934.3742792024289,2008.2037684594875,-1,6
1583,Yana Santos,1795.1385923496662,1873.3418575069077,2,2
2180,Yanal Ashmouz,1549.6371165457754,1736.1119303476282,-1,1
905,Yancy Medeiros,1615.9019289473208,1939.9072982973835,-4,3
2231,Yanis Ghemmouri,1336.8747081769664,1384.8578610282977,-2,0
1145,Yao Zhikui,1341.459409981218,1525.4010513477454,-2,1
841,Yaotzin Meza,1369.6121924524252,1559.6320391347951,-2,1
759,Yasuhiro Urushitani,1147.7628121360046,1416.7391294241395,-2,0
2103,Yazmin Jauregui,1472.2227673389323,1757.2008961579081,-1,2
2151,Yizha,1240.3377271572288,1447.3915292662846,-2,0
896,Yoel Romero,2156.2526886776204,2374.603055661815,-3,8
2079,Yohan Lainesse,1240.295078951468,1402.0317754311536,-2,1
768,Yoislandy Izquierdo,1202.636738767753,1360.3599892988498,-2,0
22,Yoji Anjo,1360.3599892988498,1360.3599892988498,-1,0
1792,Yorgan De Castro,1276.7673661795036,1736.1119303476282,-3,1
1023,Yosdenis Cedeno,1319.2525339111514,1622.3573665660124,-2,1
492,Yoshihiro Akiyama,1588.8893830465522,1717.7881492268689,-1,1
1759,Yoshinori Horie,1307.706432333708,1307.706432333708,-1,0
387,Yoshiyuki Yoshida,1487.2618725400062,1769.780178557945,-2,1
1828,Youssef Zalal,1911.52681154011,1911.52681154011,4,4
1026,Yui Chul Nam,1459.5438527192653,1637.6323291478209,-2,1
23,Yuki Kondo,1234.4678738562313,1360.3599892988498,-2,0
245,Yuki Sasaki,1400.6957784802364,1400.6957784802364,-1,0
